#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
2	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	917,	1072,	2.4e-15
5954	IPR004152	GAT	HMMPfam	PF03127	GAT	1	199,	304,	0.0024
5954	IPR004152	GAT	ProfileScan	PS50909	GAT	1	205,	294,	10.869
5954	IPR008942	ENTH/VHS	superfamily	SSF48464	ENTH/VHS domain	1	33,	170,	4.5e-08
5955	IPR001063	Ribosomal protein L22/L17	BlastProDom	PD001032	Q6MY48_ASPFU_Q6MY48;	1	84,	155,	1e-35
5955	IPR001063	Ribosomal protein L22/L17	HMMPfam	PF00237	Ribosomal_L22	1	17,	152,	6.8e-62
5955	IPR005721	Ribosomal protein L22/L17, eukaryotic/archaeal	HMMTigr	TIGR01038	L22_arch: ribosomal protein L22	1	4,	153,	1.1e-85
5955	IPR001063	Ribosomal protein L22/L17	ScanRegExp	PS00464	RIBOSOMAL_L22	1	126,	150,	8e-5
5955	IPR001063	Ribosomal protein L22/L17	superfamily	SSF54843	Ribosomal protein L22	1	1,	153,	3.5e-54
5956	IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic region	HMMPfam	PF00389	2-Hacid_dh	1	50,	323,	3.2e-24
5956	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	HMMPfam	PF02826	2-Hacid_dh_C	1	118,	291,	2.4e-78
5956	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	ScanRegExp	PS00065	D_2_HYDROXYACID_DH_1	1	155,	182,	8e-5
5956	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	ScanRegExp	PS00671	D_2_HYDROXYACID_DH_3	1	231,	247,	8e-5
5956	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	109,	292,	1.7e-54
5957	IPR013149	Alcohol dehydrogenase, zinc-binding	HMMPfam	PF00107	ADH_zinc_N	1	181,	352,	1.8e-13
5957	IPR013154	Alcohol dehydrogenase GroES-like	HMMPfam	PF08240	ADH_N	1	27,	144,	1.2e-42
5957	IPR002328	Alcohol dehydrogenase, zinc-containing, conserved site	ScanRegExp	PS00059	ADH_ZINC	1	64,	78,	8e-5
5957	IPR011032	GroES-like	superfamily	SSF50129	GroES-like	1	3,	201,	1.5e-57
5957	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	144,	354,	2.9e-16
5958	IPR013130	Ferric reductase-like transmembrane component, N-terminal	HMMPfam	PF01794	Ferric_reduct	1	164,	285,	1.9e-42
5958	IPR013112	FAD-binding 8	HMMPfam	PF08022	FAD_binding_8	1	327,	471,	3.1e-06
5958	IPR013121	Ferric reductase, NAD binding	HMMPfam	PF08030	NAD_binding_6	1	476,	609,	2.6e-06
5959	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	33,	72,	1.9e-05
5959	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	300,	406,	0.00015
5959	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	29,	74,	7e-07
5959	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	34,	65,	10.634
5959	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	34,	63,	NA
5959	IPR011024	Gamma-crystallin related	superfamily	SSF49695	gamma-Crystallin-like	1	344,	392,	0.00046
5959	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	22,	77,	3.1e-10
5960	IPR002198	Short-chain dehydrogenase/reductase SDR	FPrintScan	PR00080	SDRFAMILY	3	89,143,163,	100,151,182,	1e-06,1e-06,1e-06
5960	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	6	11,89,137,163,184,216,	28,100,153,182,201,236,	1.6e-33,1.6e-33,1.6e-33,1.6e-33,1.6e-33,1.6e-33
5960	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	10,	182,	7.9e-25
5960	IPR002198	Short-chain dehydrogenase/reductase SDR	ScanRegExp	PS00061	ADH_SHORT	1	150,	178,	NA
5960	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	8,	250,	1.6e-66
5961	IPR003439	ABC transporter-like	BlastProDom	PD000006	Q96VK4_EMENI_Q96VK4;	2	326,1004,	367,1043,	8e-11,6e-14
5961	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC_tran	2	202,888,	402,1077,	1.5e-21,2.8e-27
5961	IPR013525	ABC-2 type transporter	HMMPfam	PF01061	ABC2_membrane	2	518,1179,	728,1397,	4e-67,1.7e-57
5961	IPR010929	CDR ABC transporter	HMMPfam	PF06422	PDR_CDR	1	739,	877,	1.1e-78
5961	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	2	201,887,	411,1078,	0.55,1.1e-13
5961	IPR003439	ABC transporter-like	ProfileScan	PS50893	ABC_TRANSPORTER_2	2	172,859,	426,1102,	12.859,13.539
5961	IPR003439	ABC transporter-like	ScanRegExp	PS00211	ABC_TRANSPORTER_1	1	325,	339,	NA
5962	IPR001012	UBX	HMMPfam	PF00789	UBX	1	406,	502,	1.9e-14
5962	IPR001012	UBX	HMMSmart	SM00166	no description	1	404,	502,	0.0013
5962	IPR006577	UAS	HMMSmart	SM00594	no description	1	181,	313,	1.1e-17
5962	IPR001012	UBX	ProfileScan	PS50033	UBX	1	407,	478,	13.540
5962	IPR009060	UBA-like	superfamily	SSF46934	UBA-like	1	11,	56,	7e-10
5963	IPR000571	Zinc finger, CCCH-type	HMMPfam	PF00642	zf-CCCH	1	27,	54,	0.027
5964	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q19530_CAEEL_Q19530;	1	81,	222,	9e-06
5964	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	72,	447,	9.800
5964	IPR008928	Six-hairpin glycosidase-like	superfamily	SSF48208	Six-hairpin glycosidases	1	317,	391,	0.01
5964	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	81,	222,	1.1e-09
5965	IPR000782	Beta-Ig-H3/fasciclin	HMMPfam	PF02469	Fasciclin	2	129,299,	285,447,	7.3e-10,3.2e-27
5965	IPR000782	Beta-Ig-H3/fasciclin	HMMSmart	SM00554	no description	2	155,328,	286,448,	1.7e-06,4.3e-14
5965	IPR000782	Beta-Ig-H3/fasciclin	ProfileScan	PS50213	FAS1	2	117,287,	283,445,	16.603,18.049
5965	IPR000782	Beta-Ig-H3/fasciclin	superfamily	SSF82153	FAS1 domain	2	91,300,	287,453,	1.1e-23,2.6e-23
5966	IPR006649	Like-Sm ribonucleoprotein, eukaryotic and archaea-type, core	BlastProDom	PD020287	Q6MY59_ASPFU_Q6MY59;	1	46,	91,	1e-18
5966	IPR001163	Like-Sm ribonucleoprotein, core	HMMPfam	PF01423	LSM	1	51,	120,	3.4e-24
5966	IPR017132	U6 snRNA-associated Sm-like protein LSm7	HMMPIR	PIRSF037188	U6 snRNA-associated Sm-like protein LSm7	1	1,	136,	4.5e-90
5966	IPR006649	Like-Sm ribonucleoprotein, eukaryotic and archaea-type, core	HMMSmart	SM00651	no description	1	51,	120,	1.5e-23
5966	IPR010920	Like-Sm ribonucleoprotein-related, core	superfamily	SSF50182	Sm-like ribonucleoproteins	1	46,	129,	1.4e-21
5967	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	439,	467,	NA
5967	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	427,	481,	1.8e-05
5968	IPR001509	NAD-dependent epimerase/dehydratase	HMMPfam	PF01370	Epimerase	1	6,	82,	1.5e-09
5968	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	4,	343,	2e-46
5969	IPR000627	Intradiol ring-cleavage dioxygenase, C-terminal	HMMPfam	PF00775	Dioxygenase_C	1	110,	295,	1.3e-51
5969	IPR007535	Catechol dioxygenase, N-terminal	HMMPfam	PF04444	Dioxygenase_N	1	32,	106,	1.8e-26
5969	IPR015889	Intradiol ring-cleavage dioxygenase, core	superfamily	SSF49482	Aromatic compound dioxygenase	1	8,	292,	4.7e-83
5971	IPR012955	CASP, C-terminal	HMMPfam	PF08172	CASP_C	1	449,	715,	1.1e-44
5972	IPR001077	O-methyltransferase, family 2	HMMPfam	PF00891	Methyltransf_2	1	237,	378,	1.3e-20
5972	IPR016461	O-methyltransferase, COMT, eukaryota	HMMPIR	PIRSF005739	O-methyltransferase, eukaryotic COMT type	1	49,	397,	1.6e-08
5972	IPR000183	Orn/DAP/Arg decarboxylase 2	ScanRegExp	PS00879	ODR_DC_2_2	1	229,	245,	NA
5973	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	11,	392,	1.8e-33
5974	IPR006461	Protein of unknown function Cys-rich	HMMPfam	PF04749	PLAC8	1	5,	107,	1.5e-27
5974	IPR006461	Protein of unknown function Cys-rich	HMMTigr	TIGR01571	A_thal_Cys_rich: uncharacterized Cys-	1	3,	109,	1.3e-18
5976	IPR001678	Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p	HMMPfam	PF01189	Nol1_Nop2_Fmu	1	313,	419,	4.3e-16
5976	IPR001678	Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p	ScanRegExp	PS01153	NOL1_NOP2_SUN	1	310,	321,	NA
5977	IPR001944	Glycoside hydrolase, family 35	FPrintScan	PR00742	GLHYDRLASE35	8	62,84,139,193,301,343,362,743,	79,102,158,208,316,358,378,759,	4.8e-30,4.8e-30,4.8e-30,4.8e-30,4.8e-30,4.8e-30,4.8e-30,4.8e-30
5977	IPR001944	Glycoside hydrolase, family 35	HMMPfam	PF01301	Glyco_hydro_35	1	58,	395,	1.6e-135
5977	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	43,	374,	7.4e-33
5980	IPR009053	Prefoldin	superfamily	SSF46579	Prefoldin	1	162,	240,	0.0023
5981	IPR000783	RNA polymerase, subunit H/Rpb5 C-terminal	BlastProDom	PD005155	Q6MY78_ASPFU_Q6MY78;	1	168,	235,	2e-30
5981	IPR000783	RNA polymerase, subunit H/Rpb5 C-terminal	HMMPfam	PF01191	RNA_pol_Rpb5_C	1	162,	235,	1.3e-45
5981	IPR005571	RNA polymerase, Rpb5, N-terminal	HMMPfam	PF03871	RNA_pol_Rpb5_N	1	9,	121,	1.5e-18
5981	IPR014381	DNA-directed RNA polymerase, RPB5 subunit	HMMPIR	PIRSF000747	DNA-directed RNA polymerase, RPB5 subunit	1	1,	235,	1e-115
5981	IPR000783	RNA polymerase, subunit H/Rpb5 C-terminal	ScanRegExp	PS01110	RNA_POL_H_23KD	1	167,	180,	8e-5
5981	IPR005571	RNA polymerase, Rpb5, N-terminal	superfamily	SSF53036	Eukaryotic RPB5 N-terminal domain	1	12,	163,	8.2e-42
5981	IPR000783	RNA polymerase, subunit H/Rpb5 C-terminal	superfamily	SSF55287	RPB5-like RNA polymerase subunit	1	164,	235,	1.4e-31
5984	IPR001411	Tetracycline resistance protein, TetB	FPrintScan	PR01036	TCRTETB	2	24,54,	44,78,	2.5e-05,2.5e-05
5984	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	18,	280,	9.4e-19
5984	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	1,	382,	11.675
5984	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	367,	4.5e-30
5985	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	445,457,	457,469,	0.12,0.12
5985	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	12	344,382,444,487,522,555,591,728,919,952,987,1022,	378,407,476,516,553,587,619,756,949,980,1019,1054,	0.038,0.43,5e-07,5.2,0.081,13,0.15,0.047,2.2,0.00016,0.0018,0.00022
5985	IPR002110	Ankyrin	HMMSmart	SM00248	no description	12	344,382,444,484,519,555,591,724,916,952,987,1022,	379,413,473,515,550,584,620,753,946,981,1016,1051,	3,1.7e+02,0.00025,2.3e+03,1.7e+02,3.1e+02,2.6,0.73,1.5e+02,0.0015,0.36,0.0031
5985	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	6	444,519,724,952,987,1022,	476,553,756,984,1019,1054,	12.876,9.057,8.710,10.927,8.549,11.755
5985	IPR001995	Peptidase A2A, retrovirus, catalytic	ProfileScan	PS50175	ASP_PROT_RETROV	1	461,	497,	10.348
5985	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	409,	1078,	44.113
5985	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	2	276,651,	650,1083,	2.7e-35,4.9e-36
5987	IPR011765	Peptidase M16, N-terminal	HMMPfam	PF00675	Peptidase_M16	1	50,	198,	1.1e-77
5987	IPR007863	Peptidase M16, C-terminal	HMMPfam	PF05193	Peptidase_M16_C	1	203,	394,	4.6e-47
5987	IPR001431	Peptidase M16, zinc-binding site	ScanRegExp	PS00143	INSULINASE	1	71,	94,	8e-5
5987	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like, metal-binding	superfamily	SSF63411	LuxS/MPP-like metallohydrolase	2	38,265,	250,476,	1.5e-61,5.2e-56
5988	IPR001509	NAD-dependent epimerase/dehydratase	HMMPfam	PF01370	Epimerase	1	3,	179,	8e-16
5988	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	2,	321,	8.1e-49
5989	IPR001692	Histidinol dehydrogenase	BlastProDom	PD002680	HISX_LISIN_Q92E84;	1	80,	93,	0.01
5989	IPR000692	Fibrillarin	FPrintScan	PR00052	FIBRILLARIN	7	100,133,160,185,210,240,292,	119,152,181,202,239,269,313,	1.9e-87,1.9e-87,1.9e-87,1.9e-87,1.9e-87,1.9e-87,1.9e-87
5989	IPR000692	Fibrillarin	HMMPfam	PF01269	Fibrillarin	1	78,	315,	3.8e-166
5989	IPR000692	Fibrillarin	HMMPIR	PIRSF006540	Fibrillarin	1	1,	316,	4.1e-180
5990	IPR001176	1-aminocyclopropane-1-carboxylate synthase	FPrintScan	PR00753	ACCSYNTHASE	4	104,189,225,267,	124,213,248,291,	1.3e-20,1.3e-20,1.3e-20,1.3e-20
5990	IPR004839	Aminotransferase, class I and II	HMMPfam	PF00155	Aminotran_1_2	1	82,	454,	6.6e-29
5990	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	1,	458,	1.2e-71
5992	IPR000182	GCN5-related N-acetyltransferase	HMMPfam	PF00583	Acetyltransf_1	1	65,	158,	6.7e-09
5992	IPR000182	GCN5-related N-acetyltransferase	ProfileScan	PS51186	GNAT	1	21,	182,	13.954
5992	IPR016181	Acyl-CoA N-acyltransferase	superfamily	SSF55729	Acyl-CoA N-acyltransferases (Nat)	1	15,	182,	3.3e-17
5993	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	3	36,43,51,	42,49,61,	49,49,49
5993	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	35,	73,	3.7e-05
5993	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	341,	435,	1.4e-16
5993	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	31,	74,	2.9e-05
5993	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	36,	65,	10.216
5993	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	36,	63,	8e-5
5993	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	24,	77,	2.1e-10
5994	IPR002022	Pectate lyase/Amb allergen	HMMPfam	PF00544	Pec_lyase_C	1	71,	258,	5.9e-36
5994	IPR002022	Pectate lyase/Amb allergen	HMMSmart	SM00656	no description	1	51,	264,	7.7e-40
5994	IPR011050	Pectin lyase fold/virulence factor	superfamily	SSF51126	Pectin lyase-like	1	27,	324,	2.7e-88
5995	IPR015590	Aldehyde dehydrogenase	HMMPfam	PF00171	Aldedh	1	19,	472,	8.4e-175
5995	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00687	ALDEHYDE_DEHYDR_GLU	1	247,	254,	NA
5995	IPR016161	Aldehyde/histidinol dehydrogenase	superfamily	SSF53720	ALDH-like	1	7,	475,	2.7e-150
5996	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	48,	445,	1.1e-43
5996	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	44,	478,	25.521
5996	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	478,	2.5e-75
5997	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	3	32,39,47,	38,45,57,	3.2,3.2,3.2
5997	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	31,	68,	4.9e-08
5997	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	27,	70,	9.8e-09
5997	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	32,	61,	11.371
5997	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	32,	59,	8e-5
5997	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	20,	73,	2.6e-11
5998	IPR009007	Peptidase aspartic, catalytic	superfamily	SSF50630	Acid proteases	1	126,	174,	0.012
6000	IPR001951	Histone H4	BlastProDom	PD001827	H4_NEUCR_P04914;	1	28,	101,	1e-35
6000	IPR001951	Histone H4	FPrintScan	PR00623	HISTONEH4	6	5,20,40,62,77,89,	16,39,60,76,89,100,	2.4e-61,2.4e-61,2.4e-61,2.4e-61,2.4e-61,2.4e-61
6000	IPR007125	Histone core	HMMPfam	PF00125	Histone	1	25,	94,	5.7e-19
6000	IPR001951	Histone H4	HMMSmart	SM00417	no description	1	16,	90,	3.6e-26
6000	IPR004823	TATA box binding protein associated factor (TAF)	HMMSmart	SM00803	no description	1	28,	93,	0.0097
6000	IPR001951	Histone H4	ScanRegExp	PS00047	HISTONE_H4	1	15,	19,	NA
6000	IPR009072	Histone-fold	superfamily	SSF47113	Histone-fold	1	1,	101,	7.5e-30
6001	IPR000164	Histone H3	FPrintScan	PR00622	HISTONEH3	7	3,17,34,58,80,98,114,	17,31,55,75,98,114,135,	2.9e-81,2.9e-81,2.9e-81,2.9e-81,2.9e-81,2.9e-81,2.9e-81
6001	IPR007125	Histone core	HMMPfam	PF00125	Histone	1	58,	132,	3.8e-38
6001	IPR000164	Histone H3	HMMSmart	SM00428	no description	1	34,	136,	2.4e-68
6001	IPR000164	Histone H3	ScanRegExp	PS00322	HISTONE_H3_1	1	15,	21,	NA
6001	IPR000164	Histone H3	ScanRegExp	PS00959	HISTONE_H3_2	1	67,	75,	8e-5
6001	IPR009072	Histone-fold	superfamily	SSF47113	Histone-fold	1	2,	136,	3.7e-54
6002	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	80,	473,	1.3e-50
6002	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	76,	503,	21.905
6002	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	30,	508,	7.4e-74
6005	IPR005599	Alg9-like mannosyltransferase	HMMPfam	PF03901	Glyco_transf_22	1	35,	461,	9.1e-93
6006	IPR008696	NAF1	HMMPfam	PF05492	NAF1	1	257,	422,	7.5e-50
6007	IPR013881	Pre-mRNA-splicing factor 3	HMMPfam	PF08572	PRP3	1	130,	513,	3.5e-212
6008	IPR007081	RNA polymerase Rpb1, domain 5	HMMPfam	PF04998	RNA_pol_Rpb1_5	1	119,	213,	6.2e-21
6009	IPR001945	Xeroderma pigmentosum group D protein	FPrintScan	PR00852	XRODRMPGMNTD	9	8,272,307,332,371,402,491,635,704,	25,291,325,353,393,420,508,657,724,	2.4e-91,2.4e-91,2.4e-91,2.4e-91,2.4e-91,2.4e-91,2.4e-91,2.4e-91,2.4e-91
6009	IPR010614	DEAD2	HMMPfam	PF06733	DEAD_2	1	71,	255,	2e-87
6009	IPR010643	Protein of unknown function DUF1227	HMMPfam	PF06777	DUF1227	1	256,	412,	1.3e-108
6009	IPR006554	Helicase-like, DEXD box c2 type	HMMSmart	SM00488	no description	1	8,	279,	1.3e-130
6009	IPR006555	Helicase, ATP-dependent, c2 type	HMMSmart	SM00491	no description	1	541,	685,	1.5e-64
6009	IPR013020	DNA helicase (DNA repair), Rad3 type	HMMTigr	TIGR00604	rad3: DNA repair helicase (rad3)	1	7,	714,	0
6009	IPR014013	Helicase, superfamily 1 and 2, ATP-binding, DinG/Rad3-type	ProfileScan	PS51193	HELICASE_ATP_BIND_2	1	7,	295,	41.427
6010	IPR001841	Zinc finger, RING-type	HMMPfam	PF00097	zf-C3HC4	1	1574,	1619,	0.00048
6010	IPR001841	Zinc finger, RING-type	HMMSmart	SM00184	no description	1	1574,	1619,	0.0014
6010	IPR011016	Zinc finger, variant RING-type	HMMSmart	SM00744	no description	1	1573,	1620,	0.0056
6010	IPR001841	Zinc finger, RING-type	ProfileScan	PS50089	ZF_RING_2	1	1574,	1620,	11.486
6010	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	45,	290,	9.8e-07
6011	IPR007213	Leucine carboxyl methyltransferase	HMMPfam	PF04072	LCM	1	38,	363,	5e-81
6011	IPR016651	Leucine carboxyl methyltransferase, LCTM1 1	HMMPIR	PIRSF016305	Leucine carboxyl methyltransferase, LCMT1 type	1	22,	377,	3.1e-64
6012	IPR005556	SUN	HMMPfam	PF03856	SUN	1	1,	304,	3.4e-12
6013	IPR005061	Protein of unknown function DUF292, eukaryotic	HMMPfam	PF03398	DUF292	1	16,	123,	3.3e-11
6014	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	143,	295,	1.9e-17
6014	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	132,	662,	2.1e-32
6017	IPR000804	Clathrin adaptor, sigma subunit/coatomer, zeta subunit	HMMPfam	PF01217	Clat_adaptor_s	1	2,	145,	1.1e-78
6017	IPR016635	Adaptor protein complex, sigma subunit	HMMPIR	PIRSF015588	Adaptor protein complex, sigma subunit	1	1,	146,	1.8e-100
6017	IPR011012	Longin-like	superfamily	SSF64356	SNARE-like	1	2,	145,	2.3e-45
6019	IPR000878	Tetrapyrrole methylase	HMMPfam	PF00590	TP_methylase	1	1,	208,	1.4e-32
6019	IPR004551	Diphthine synthase	HMMPIR	PIRSF036432	Diphthine synthase	1	1,	273,	4.7e-173
6019	IPR004551	Diphthine synthase	HMMTigr	TIGR00522	dph5: diphthine synthase	1	1,	270,	5e-111
6019	IPR000878	Tetrapyrrole methylase	superfamily	SSF53790	Tetrapyrrole methylase	1	1,	266,	8.8e-53
6020	IPR003195	Transcription initiation factor IID, 18 kDa subunit	HMMPfam	PF02269	TFIID-18kDa	1	7,	98,	2.2e-38
6020	IPR009072	Histone-fold	superfamily	SSF47113	Histone-fold	2	8,182,	52,306,	1.4e-11,9.4e-08
6021	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	11,	51,	7.3e-08
6021	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	330,	428,	0.00018
6021	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	7,	53,	1.6e-05
6021	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	12,	44,	10.678
6021	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	12,	42,	8e-5
6021	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	1,	56,	5.3e-09
6022	IPR004839	Aminotransferase, class I and II	HMMPfam	PF00155	Aminotran_1_2	1	128,	430,	9.2e-68
6022	IPR005861	Histidinol-phosphate aminotransferase	HMMTigr	TIGR01141	hisC: histidinol-phosphate aminotransferase	1	15,	433,	1.1e-103
6022	IPR001917	Aminotransferase, class-II, pyridoxal-phosphate binding site	ScanRegExp	PS00599	AA_TRANSFER_CLASS_2	1	274,	283,	8e-5
6022	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	101,	434,	1.3e-67
6023	IPR015222	Mitochondrial matrix Mmp37	HMMPfam	PF09139	Mmp37	1	129,	495,	1.2e-244
6023	IPR015222	Mitochondrial matrix Mmp37	HMMPIR	PIRSF028840	Mitochondrial import protein MMP37	1	1,	500,	7.4e-285
6024	IPR001370	Proteinase inhibitor I32, inhibitor of apoptosis	HMMPfam	PF00653	BIR	2	11,122,	96,195,	5.8e-19,2.1e-20
6024	IPR001370	Proteinase inhibitor I32, inhibitor of apoptosis	HMMSmart	SM00238	no description	2	19,117,	97,196,	5.2e-17,5.3e-18
6024	IPR001370	Proteinase inhibitor I32, inhibitor of apoptosis	ProfileScan	PS50143	BIR_REPEAT_2	2	11,122,	96,195,	15.782,17.064
6025	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	1	100,	124,	0.0017
6025	IPR003604	Zinc finger, U1-type	HMMSmart	SM00451	no description	1	97,	131,	0.0035
6025	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	102,	124,	8e-5
6026	IPR001810	Cyclin-like F-box	HMMPfam	PF00646	F-box	1	17,	64,	4.9e-06
6026	IPR001810	Cyclin-like F-box	HMMSmart	SM00256	no description	1	22,	61,	0.0021
6026	IPR001810	Cyclin-like F-box	ProfileScan	PS50181	FBOX	1	16,	66,	10.610
6027	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	43,	500,	2.4e-65
6027	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	3,	496,	1.6e-42
6027	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	43,	489,	28.115
6027	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	149,	174,	8e-5
6027	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	22,	498,	3e-46
6028	IPR001764	Glycoside hydrolase, family 3, N-terminal	FPrintScan	PR00133	GLHYDRLASE3	5	40,69,115,146,216,	56,88,131,162,234,	2e-31,2e-31,2e-31,2e-31,2e-31
6028	IPR001764	Glycoside hydrolase, family 3, N-terminal	HMMPfam	PF00933	Glyco_hydro_3	1	35,	250,	6.2e-107
