#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
3656	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	91,	468,	1.4e-36
3656	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	87,	501,	18.758
3656	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	62,	514,	6.9e-77
3659	IPR008960	Carbohydrate-binding family 9/cellobiose dehydrogenase, cytochrome	superfamily	SSF49344	CBD9-like	1	30,	211,	9.8e-52
3661	IPR002629	Methionine synthase, vitamin-B12 independent	HMMPfam	PF01717	Meth_synt_2	1	9,	396,	0.00056
3662	IPR003124	Actin-binding WH2	HMMPfam	PF02205	WH2	1	1183,	1203,	0.03
3662	IPR007855	RNA-dependent RNA polymerase, eukaryotic-type	HMMPfam	PF05183	RdRP	1	566,	946,	3.6e-85
3662	IPR000712	Apoptosis regulator Bcl-2, BH	ScanRegExp	PS01259	BH3	1	700,	714,	NA
3663	IPR003089	Alpha/beta hydrolase	FPrintScan	PR00111	ABHYDROLASE	2	375,389,	388,402,	1e-04,1e-04
3663	IPR000073	Alpha/beta hydrolase fold-1	HMMPfam	PF00561	Abhydrolase_1	1	331,	550,	1.3e-10
3665	IPR008427	Extracellular membrane protein, 8-cysteine region, CFEM	HMMPfam	PF05730	CFEM	1	19,	88,	3.5e-11
3665	IPR014005	Extracellular membrane protein, 8-cysteine region, fungi	HMMSmart	SM00747	no description	1	19,	88,	2.5e-08
3666	IPR003439	ABC transporter-like	BlastProDom	PD000006	Q872R8_NEUCR_Q872R8;	2	581,1252,	622,1292,	9e-14,6e-13
3666	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC_tran	2	427,1137,	653,1325,	2.1e-55,4.2e-60
3666	IPR001140	ABC transporter, transmembrane region	HMMPfam	PF00664	ABC_membrane	2	62,765,	351,1046,	1.8e-34,2.2e-33
3666	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	2	426,1136,	654,1332,	7.4e-17,6.3e-19
3666	IPR003439	ABC transporter-like	ProfileScan	PS50893	ABC_TRANSPORTER_2	2	399,1109,	677,1349,	25.204,24.697
3666	IPR011527	ABC transporter, transmembrane region, type 1	ProfileScan	PS50929	ABC_TM1F	2	63,766,	363,1055,	38.636,39.937
3666	IPR000005	Helix-turn-helix, AraC type	ScanRegExp	PS00041	HTH_ARAC_FAMILY_1	1	243,	286,	NA
3666	IPR003439	ABC transporter-like	ScanRegExp	PS00211	ABC_TRANSPORTER_1	2	580,1252,	594,1266,	8e-5,8e-5
3666	IPR011527	ABC transporter, transmembrane region, type 1	superfamily	SSF90123	Multidrug resistance ABC transporter MsbA, N-terminal domain	2	34,742,	378,1088,	6.2e-54,3.1e-56
3667	IPR000182	GCN5-related N-acetyltransferase	HMMPfam	PF00583	Acetyltransf_1	1	70,	187,	1.5e-08
3667	IPR000182	GCN5-related N-acetyltransferase	ProfileScan	PS51186	GNAT	1	3,	218,	10.719
3667	IPR016181	Acyl-CoA N-acyltransferase	superfamily	SSF55729	Acyl-CoA N-acyltransferases (Nat)	1	1,	193,	1e-15
3668	IPR000873	AMP-dependent synthetase and ligase	FPrintScan	PR00154	AMPBINDING	2	395,407,	406,415,	0.23,0.23
3668	IPR000873	AMP-dependent synthetase and ligase	HMMPfam	PF00501	AMP-binding	1	266,	693,	2.5e-110
3668	IPR006163	Phosphopantetheine-binding	HMMPfam	PF00550	PP-binding	2	814,1481,	878,1546,	1.5e-11,2.7e-13
3668	IPR001242	Condensation domain	HMMPfam	PF00668	Condensation	1	924,	1201,	1.5e-24
3668	IPR010071	Amino acid adenylation	HMMTigr	TIGR01733	AA-adenyl-dom: amino acid adenylation d	1	266,	693,	6.3e-102
3668	IPR006163	Phosphopantetheine-binding	ProfileScan	PS50075	ACP_DOMAIN	2	812,1479,	879,1547,	17.492,16.990
3668	IPR006162	Phosphopantetheine attachment site	ScanRegExp	PS00012	PHOSPHOPANTETHEINE	1	838,	853,	NA
3668	IPR000010	Proteinase inhibitor I25, cystatin	ScanRegExp	PS00287	CYSTATIN	1	2,	15,	NA
3668	IPR000873	AMP-dependent synthetase and ligase	ScanRegExp	PS00455	AMP_BINDING	1	400,	411,	8e-5
3668	IPR009081	Acyl carrier protein-like	superfamily	SSF47336	ACP-like	2	805,1472,	880,1548,	3.4e-16,2.9e-15
3670	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	4	58,65,73,85,	64,71,83,96,	1.9,1.9,1.9,1.9
3670	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	57,	95,	2.1e-06
3670	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	269,	364,	1.6e-13
3670	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	53,	96,	8.3e-06
3670	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	58,	87,	10.051
3670	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	58,	85,	8e-5
3670	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	46,	99,	7e-10
3671	IPR012913	Glucosidase II beta subunit-like	HMMPfam	PF07915	PRKCSH	1	167,	250,	1e-24
3671	IPR009011	Mannose-6-phosphate receptor, binding	superfamily	SSF50911	Mannose 6-phosphate receptor domain	1	251,	311,	1.1e-07
3674	IPR009009	Barwin-related endoglucanase	superfamily	SSF50685	Barwin-like endoglucanases	1	314,	436,	8.1e-08
3675	IPR011050	Pectin lyase fold/virulence factor	superfamily	SSF51126	Pectin lyase-like	1	199,	255,	0.0027
3679	IPR008547	Protein of unknown function DUF829, eukaryotic	HMMPfam	PF05705	DUF829	1	297,	361,	1.1e-07
3681	IPR015168	NMT1/THI5 like	HMMPfam	PF09084	NMT1	1	15,	238,	5.3e-93
3682	IPR015168	NMT1/THI5 like	HMMPfam	PF09084	NMT1	1	15,	238,	5.3e-93
3683	IPR015168	NMT1/THI5 like	HMMPfam	PF09084	NMT1	1	15,	238,	5.3e-93
3686	IPR003094	Fructose-2,6-bisphosphatase	FPrintScan	PR00991	6PFRUCTKNASE	6	100,126,152,206,228,309,	114,140,166,227,250,325,	4.9e-41,4.9e-41,4.9e-41,4.9e-41,4.9e-41,4.9e-41
3686	IPR013078	Phosphoglycerate mutase	HMMPfam	PF00300	PGAM	1	227,	378,	5.4e-38
3686	IPR013079	6-phosphofructo-2-kinase	HMMPfam	PF01591	6PF2K	1	4,	225,	1.5e-100
3686	IPR016260	Bifunctional 6-phosphofructo-2-kinase/fructose-2, 6-bisphosphate 2-phosphatase	HMMPIR	PIRSF000709	Bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase	1	1,	437,	1.4e-245
3686	IPR001345	Phosphoglycerate/bisphosphoglycerate mutase	ScanRegExp	PS00175	PG_MUTASE	1	230,	239,	NA
3688	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	131,	302,	3e-69
3688	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	372,	448,	7.4e-28
3688	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	126,	331,	7.1e-56
3688	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	367,	448,	7.1e-23
3688	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	138,	313,	29.994
3688	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	343,	497,	19.581
3688	IPR014014	RNA helicase, DEAD-box type, Q motif	ProfileScan	PS51195	Q_MOTIF	1	107,	135,	12.152
3688	IPR000629	RNA helicase, ATP-dependent, DEAD-box, conserved site	ScanRegExp	PS00039	DEAD_ATP_HELICASE	1	258,	266,	8e-5
3689	IPR001461	Peptidase A1	FPrintScan	PR00792	PEPSIN	3	157,342,430,	177,353,445,	6.4e-09,6.4e-09,6.4e-09
3689	IPR001461	Peptidase A1	HMMPfam	PF00026	Asp	1	152,	456,	4.3e-10
3689	IPR001969	Peptidase aspartic, active site	ScanRegExp	PS00141	ASP_PROTEASE	1	166,	177,	8e-5
3689	IPR009007	Peptidase aspartic, catalytic	superfamily	SSF50630	Acid proteases	1	137,	453,	1.1e-38
3691	IPR004088	K Homology, type 1	HMMPfam	PF00013	KH_1	3	216,319,420,	279,382,483,	1.1e-17,6.5e-18,2.2e-19
3691	IPR004087	K Homology	HMMSmart	SM00322	no description	3	213,316,417,	284,387,488,	4.5e-16,4.4e-15,1.6e-15
3691	IPR004088	K Homology, type 1	ProfileScan	PS50084	KH_TYPE_1	3	214,317,418,	279,382,483,	13.649,17.191,18.554
3692	IPR010730	Heterokaryon incompatibility	HMMPfam	PF06985	HET	1	436,	630,	2.7e-29
3693	IPR002198	Short-chain dehydrogenase/reductase SDR	FPrintScan	PR00080	SDRFAMILY	3	93,146,166,	104,154,185,	9.5e-08,9.5e-08,9.5e-08
3693	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	4	17,93,140,166,	34,104,156,185,	7.8e-16,7.8e-16,7.8e-16,7.8e-16
3693	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	67,	185,	3.5e-13
3693	IPR002198	Short-chain dehydrogenase/reductase SDR	ScanRegExp	PS00061	ADH_SHORT	1	153,	181,	NA
3693	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	14,	253,	2.7e-51
3696	IPR001419	HMW glutenin	FPrintScan	PR00210	GLUTENIN	4	29,72,117,139,	38,83,131,153,	1.4e-05,1.4e-05,1.4e-05,1.4e-05
3697	IPR010730	Heterokaryon incompatibility	HMMPfam	PF06985	HET	1	178,	351,	9.2e-26
3699	IPR000641	CbxX/CfqX	FPrintScan	PR00819	CBXCFQXSUPER	6	1292,1380,1409,1430,1447,1511,	1306,1399,1421,1447,1466,1523,	7.9e-22,7.9e-22,7.9e-22,7.9e-22,7.9e-22,7.9e-22
3699	IPR003959	AAA ATPase, core	HMMPfam	PF00004	AAA	2	1329,1880,	1471,1954,	8.9e-08,2.1e-14
3699	IPR011703	ATPase associated with various cellular activities, AAA-3	HMMPfam	PF07726	AAA_3	1	496,	524,	0.023
3699	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	4	492,1326,1605,1877,	899,1480,1720,2014,	0.0028,0.012,0.14,1e-08
3700	IPR003663	Sugar transporter	FPrintScan	PR00171	SUGRTRNSPORT	4	30,117,282,393,	40,136,292,405,	2.1e-10,2.1e-10,2.1e-10,2.1e-10
3700	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	22,	468,	1.1e-96
3700	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	1,	464,	6.9e-64
3700	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	22,	457,	37.346
3700	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00216	SUGAR_TRANSPORT_1	1	327,	344,	NA
3700	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	465,	8.4e-58
3701	IPR005338	Protein of unknown function UPF0075	HMMPfam	PF03702	UPF0075	1	56,	441,	6.2e-62
3702	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	3	44,51,59,	50,57,69,	75,75,75
3702	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	43,	81,	2.6e-05
3702	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	39,	82,	2e-06
3702	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	44,	73,	10.480
3702	IPR003439	ABC transporter-like	ScanRegExp	PS00211	ABC_TRANSPORTER_1	1	302,	316,	NA
3702	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	44,	71,	8e-5
3702	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	32,	85,	1.8e-09
3704	IPR015289	Alpha-L-arabinofuranosidase B, catalytic	HMMPfam	PF09206	ArabFuran-catal	1	26,	342,	5.2e-253
3704	IPR003006	Immunoglobulin/major histocompatibility complex, conserved site	ScanRegExp	PS00290	IG_MHC	1	35,	41,	NA
3704	IPR008985	Concanavalin A-like lectin/glucanase	superfamily	SSF49899	Concanavalin A-like lectins/glucanases	1	25,	342,	4.2e-152
3705	IPR005193	Glycoside hydrolase, family 62	HMMPfam	PF03664	Glyco_hydro_62	1	20,	246,	6.4e-15
3706	IPR004813	Oligopeptide transporter OPT superfamily	HMMPfam	PF03169	OPT	1	77,	759,	2.1e-250
3706	IPR004813	Oligopeptide transporter OPT superfamily	HMMTigr	TIGR00728	OPT_sfam: oligopeptide transporters, OPT sup	1	61,	763,	1.4e-74
3707	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	3	685,719,754,	718,753,773,	0.00017,1.5e-05,6.6
3707	IPR010730	Heterokaryon incompatibility	HMMPfam	PF06985	HET	1	118,	251,	3.8e-29
3707	IPR002110	Ankyrin	HMMSmart	SM00248	no description	4	652,685,719,754,	682,715,750,783,	6.2e+02,0.02,0.31,3.7e+03
3707	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	1	719,	744,	9.217
3707	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	652,	774,	18.908
3707	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	1	606,	774,	3.2e-24
3708	IPR010291	Protein of unknown function DUF895, eukaryotic	HMMPfam	PF05978	DUF895	1	65,	213,	4.7e-05
3708	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	488,	1.4e-25
3709	IPR003702	Acetyl-CoA hydrolase/transferase	HMMPfam	PF02550	AcetylCoA_hydro	1	15,	233,	1.2e-68
3709	IPR001360	Glycoside hydrolase, family 1	ScanRegExp	PS00572	GLYCOSYL_HYDROL_F1_1	1	446,	454,	NA
3711	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	64,	444,	2.5e-13
3711	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	1,	472,	17.588
3711	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	475,	2.4e-50
3715	IPR000254	Cellulose-binding region, fungal	BlastProDom	PD001821	Q7S197_NEUCR_Q7S197;	1	378,	404,	6e-11
3715	IPR000254	Cellulose-binding region, fungal	HMMPfam	PF00734	CBM_1	1	373,	401,	2e-14
3715	IPR000254	Cellulose-binding region, fungal	HMMSmart	SM00236	no description	1	372,	405,	6.3e-15
3715	IPR000254	Cellulose-binding region, fungal	ProfileScan	PS51164	CBM1_2	1	369,	405,	11.897
3715	IPR000254	Cellulose-binding region, fungal	ScanRegExp	PS00562	CBM1_1	1	377,	404,	8e-5
3715	IPR000254	Cellulose-binding region, fungal	superfamily	SSF57180	Cellulose-binding domain	1	370,	405,	5.8e-11
3717	IPR001509	NAD-dependent epimerase/dehydratase	HMMPfam	PF01370	Epimerase	1	7,	263,	4.7e-07
3717	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	6,	336,	4.4e-46
3718	IPR006187	Claudin	ScanRegExp	PS01346	CLAUDIN	1	73,	88,	NA
3720	IPR000330	SNF2-related	HMMPfam	PF00176	SNF2_N	1	238,	566,	6.8e-31
3720	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	693,	771,	6.5e-20
3720	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	231,	464,	6.7e-26
3720	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	688,	771,	1.9e-16
3720	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	272,	456,	19.764
3720	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	653,	822,	13.591
3721	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	910,982,	922,994,	0.088,0.088
3721	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	6	909,947,973,1003,1033,1060,	941,968,1001,1031,1056,1093,	0.00025,0.0043,7.7e-05,0.00012,0.0038,0.17
3721	IPR007111	NACHT nucleoside triphosphatase	HMMPfam	PF05729	NACHT	1	282,	397,	8.8e-10
3721	IPR002110	Ankyrin	HMMSmart	SM00248	no description	8	870,909,939,969,999,1029,1060,1093,	902,938,968,998,1028,1058,1090,1123,	1.4e+03,0.02,4.6,3.2,0.061,14,0.75,4.1e+02
3721	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	5	909,939,973,999,1029,	941,971,1001,1031,1061,	9.938,9.564,9.965,10.125,9.484
3721	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	870,	1117,	23.843
3721	IPR007111	NACHT nucleoside triphosphatase	ProfileScan	PS50837	NACHT	1	282,	394,	11.493
3721	IPR001091	Site-specific DNA-methyltransferase (cytosine-N4-specific)	ScanRegExp	PS00093	N4_MTASE	1	643,	648,	NA
3721	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	1	839,	1163,	6e-49
3722	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	902,974,	914,986,	0.087,0.087
3722	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	6	901,939,965,995,1025,1052,	933,960,993,1023,1048,1085,	0.00025,0.0043,7.7e-05,0.00012,0.0038,0.17
3722	IPR007111	NACHT nucleoside triphosphatase	HMMPfam	PF05729	NACHT	1	274,	389,	8.8e-10
3722	IPR002110	Ankyrin	HMMSmart	SM00248	no description	8	862,901,931,961,991,1021,1052,1085,	894,930,960,990,1020,1050,1082,1115,	1.4e+03,0.02,4.6,3.2,0.061,14,0.75,4.1e+02
3722	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	5	901,931,965,991,1021,	933,963,993,1023,1053,	9.938,9.564,9.965,10.125,9.484
3722	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	862,	1109,	23.843
3722	IPR007111	NACHT nucleoside triphosphatase	ProfileScan	PS50837	NACHT	1	274,	386,	11.493
3722	IPR001091	Site-specific DNA-methyltransferase (cytosine-N4-specific)	ScanRegExp	PS00093	N4_MTASE	1	635,	640,	NA
3722	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	1	831,	1155,	6e-49
3723	IPR005135	Endonuclease/exonuclease/phosphatase	HMMPfam	PF03372	Exo_endo_phos	1	23,	301,	7e-15
3723	IPR001229	Mannose-binding lectin	superfamily	SSF51101	Mannose-binding lectins	1	306,	458,	9.8e-22
3723	IPR005135	Endonuclease/exonuclease/phosphatase	superfamily	SSF56219	DNase I-like	1	23,	303,	5.5e-09
3724	IPR001452	Src homology-3	HMMPfam	PF00018	SH3_1	1	93,	133,	3.9e-05
3724	IPR001895	Guanine-nucleotide dissociation stimulator CDC25	HMMPfam	PF00617	RasGEF	1	909,	1097,	1.6e-50
3724	IPR000651	Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal	HMMPfam	PF00618	RasGEF_N	1	735,	828,	3.8e-29
3724	IPR001895	Guanine-nucleotide dissociation stimulator CDC25	HMMSmart	SM00147	no description	1	908,	1157,	1e-57
3724	IPR000651	Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal	HMMSmart	SM00229	no description	1	731,	852,	3.7e-16
3724	IPR001452	Src homology-3	HMMSmart	SM00326	no description	1	72,	134,	2.5e-07
3724	IPR001452	Src homology-3	ProfileScan	PS50002	SH3	1	69,	135,	10.109
3724	IPR001895	Guanine-nucleotide dissociation stimulator CDC25	ProfileScan	PS50009	RASGEF_CAT	1	912,	1156,	53.690
3724	IPR000651	Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal	ProfileScan	PS50212	RASGEF_NTER	1	732,	852,	24.332
3724	IPR008937	Ras guanine nucleotide exchange factor	superfamily	SSF48366	Ras GEF	1	708,	1185,	6e-102
3724	IPR001452	Src homology-3	superfamily	SSF50044	SH3-domain	1	65,	139,	2.9e-11
3725	IPR001452	Src homology-3	HMMPfam	PF00018	SH3_1	1	93,	133,	3.9e-05
3725	IPR001895	Guanine-nucleotide dissociation stimulator CDC25	HMMPfam	PF00617	RasGEF	1	909,	1097,	1.6e-50
3725	IPR000651	Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal	HMMPfam	PF00618	RasGEF_N	1	735,	828,	3.8e-29
3725	IPR001895	Guanine-nucleotide dissociation stimulator CDC25	HMMSmart	SM00147	no description	1	908,	1157,	1e-57
3725	IPR000651	Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal	HMMSmart	SM00229	no description	1	731,	852,	3.7e-16
3725	IPR001452	Src homology-3	HMMSmart	SM00326	no description	1	72,	134,	2.5e-07
3725	IPR001452	Src homology-3	ProfileScan	PS50002	SH3	1	69,	135,	10.109
3725	IPR001895	Guanine-nucleotide dissociation stimulator CDC25	ProfileScan	PS50009	RASGEF_CAT	1	912,	1156,	53.690
3725	IPR000651	Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal	ProfileScan	PS50212	RASGEF_NTER	1	732,	852,	24.332
3725	IPR008937	Ras guanine nucleotide exchange factor	superfamily	SSF48366	Ras GEF	1	708,	1185,	6e-102
3725	IPR001452	Src homology-3	superfamily	SSF50044	SH3-domain	1	65,	139,	2.9e-11
3726	IPR001296	Glycosyl transferase, group 1	HMMPfam	PF00534	Glycos_transf_1	1	221,	349,	1.1e-27
3726	IPR013234	PIGA, GPI anchor biosynthesis	HMMPfam	PF08288	PIGA	1	44,	133,	8e-72
3727	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	242,	486,	1.6e-34
3727	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	632,	700,	2.4e-27
3727	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	237,	516,	9.2e-31
3727	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	614,	700,	2.8e-23
3727	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	253,	497,	20.946
3727	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	591,	740,	16.330
3727	IPR000629	RNA helicase, ATP-dependent, DEAD-box, conserved site	ScanRegExp	PS00039	DEAD_ATP_HELICASE	1	429,	437,	8e-5
3729	IPR002908	Frataxin-like	BlastProDom	PD238818	Q7S0W3_NEUCR_Q7S0W3;	1	88,	190,	2e-55
3729	IPR001794	Frataxin, subgroup	FPrintScan	PR00904	FRATAXIN	2	80,132,	98,147,	7.1e-06,7.1e-06
3729	IPR002908	Frataxin-like	HMMPfam	PF01491	Frataxin_Cyay	1	80,	201,	2.8e-33
3729	IPR002908	Frataxin-like	HMMTigr	TIGR03421	FeS_CyaY: iron donor protein CyaY	1	81,	194,	2.9e-20
3729	IPR017789	Frataxin	HMMTigr	TIGR03422	mito_frataxin: frataxin	1	84,	192,	1.8e-74
3729	IPR002908	Frataxin-like	ProfileScan	PS50810	FRATAXIN_2	1	80,	198,	27.516
3729	IPR002908	Frataxin-like	ScanRegExp	PS01344	FRATAXIN_1	1	131,	145,	8e-5
3729	IPR002908	Frataxin-like	superfamily	SSF55387	Frataxin-like	1	80,	200,	1.1e-34
3730	IPR000804	Clathrin adaptor, sigma subunit/coatomer, zeta subunit	HMMPfam	PF01217	Clat_adaptor_s	1	1,	161,	4.1e-51
3730	IPR016635	Adaptor protein complex, sigma subunit	HMMPIR	PIRSF015588	Adaptor protein complex, sigma subunit	1	1,	169,	1.7e-52
3730	IPR011012	Longin-like	superfamily	SSF64356	SNARE-like	1	1,	161,	8e-36
3732	IPR013155	Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding	HMMPfam	PF08264	Anticodon_1	1	834,	973,	2e-05
3732	IPR015413	Aminoacyl-tRNA synthetase, class I (M)	HMMPfam	PF09334	tRNA-synt_1g	1	742,	796,	6.1e-11
3732	IPR004493	Leucyl-tRNA synthetase, class Ia, archaeal/eukaryotic cytosolic	HMMTigr	TIGR00395	leuS_arch: leucyl-tRNA synthetase	1	34,	1121,	0
3732	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	ScanRegExp	PS00178	AA_TRNA_LIGASE_I	1	84,	95,	8e-5
3732	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	superfamily	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	1	805,	1034,	3.6e-19
3732	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, class Ia, editing	superfamily	SSF50677	ValRS/IleRS/LeuRS editing domain	1	291,	549,	1.4e-33
3734	IPR007872	Zinc finger, DPH-type	HMMPfam	PF05207	zf-CSL	1	10,	64,	1.1e-23
3734	IPR007872	Zinc finger, DPH-type	ProfileScan	PS51074	ZF_DPH	1	8,	64,	22.224
3735	IPR011333	BTB/POZ fold	superfamily	SSF54695	POZ domain	2	40,142,	141,267,	1.3e-08,0.0008
3738	IPR000217	Tubulin	FPrintScan	PR01161	TUBULIN	9	10,53,95,108,134,153,178,192,380,	30,72,106,132,152,174,191,212,408,	7.2e-87,7.2e-87,7.2e-87,7.2e-87,7.2e-87,7.2e-87,7.2e-87,7.2e-87,7.2e-87
3738	IPR002452	Alpha tubulin	FPrintScan	PR01162	ALPHATUBULIN	13	18,45,88,120,148,161,214,274,321,347,360,385,422,	33,58,101,128,160,172,226,289,342,360,379,401,438,	5.3e-98,5.3e-98,5.3e-98,5.3e-98,5.3e-98,5.3e-98,5.3e-98,5.3e-98,5.3e-98,5.3e-98,5.3e-98,5.3e-98,5.3e-98
3738	IPR003008	Tubulin/FtsZ, GTPase	HMMPfam	PF00091	Tubulin	1	49,	246,	1.7e-103
3738	IPR008280	Tubulin/FtsZ, C-terminal	HMMPfam	PF03953	Tubulin_C	1	248,	393,	2.3e-75
3738	IPR000217	Tubulin	ScanRegExp	PS00227	TUBULIN	1	142,	148,	NA
3738	IPR013838	Beta tubulin, autoregulation binding site	ScanRegExp	PS00228	TUBULIN_B_AUTOREG	1	1,	4,	NA
3738	IPR003008	Tubulin/FtsZ, GTPase	superfamily	SSF52490	Tubulin nucleotide-binding domain-like	1	1,	245,	7.6e-102
3738	IPR008280	Tubulin/FtsZ, C-terminal	superfamily	SSF55307	Tubulin C-terminal domain-like	1	246,	440,	2e-81
3739	IPR002048	Calcium-binding EF-hand	HMMPfam	PF00036	efhand	1	342,	370,	0.0041
3739	IPR000449	Ubiquitin-associated/translation elongation factor EF1B, N-terminal	HMMPfam	PF00627	UBA	1	1246,	1285,	6.6e-09
3739	IPR000261	EPS15 homology (EH)	HMMSmart	SM00027	no description	3	12,145,298,	107,242,396,	1.9e-12,1.7e-18,4.1e-37
