#proteinId	gotermId	goName	gotermType	goAcc
4496	9952	O-sinapoyltransferase activity	molecular_function	GO:0016753
4496	10381	peptidyl-lysine N6-myristoyltransferase activity	molecular_function	GO:0018030
4496	10382	peptidyl-lysine N6-palmitoyltransferase activity	molecular_function	GO:0018031
4496	11014	benzoyl acetate-CoA thiolase activity	molecular_function	GO:0018711
4496	11015	3-hydroxybutyryl-CoA thiolase activity	molecular_function	GO:0018712
4496	11016	3-ketopimelyl-CoA thiolase activity	molecular_function	GO:0018713
4496	11390	N-palmitoyltransferase activity	molecular_function	GO:0019105
4496	11391	myristoyltransferase activity	molecular_function	GO:0019107
4496	11465	acyl-CoA N-acyltransferase activity	molecular_function	GO:0019186
4496	11963	protein-cysteine S-myristoyltransferase activity	molecular_function	GO:0019705
4496	11964	protein-cysteine S-palmitoleyltransferase activity	molecular_function	GO:0019706
4496	11965	protein-cysteine S-acyltransferase activity	molecular_function	GO:0019707
4496	15051	glucosaminyl-phosphotidylinositol O-acyltransferase activity	molecular_function	GO:0032216
4496	19206	L-2-aminoadipate N-acetyltransferase activity	molecular_function	GO:0043741
4496	19228	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	molecular_function	GO:0043764
4496	19270	keto acid formate lyase activity	molecular_function	GO:0043806
4496	19313	Ras palmitoyltransferase activity	molecular_function	GO:0043849
4496	21363	azetidine-2-carboxylic acid acetyltransferase activity	molecular_function	GO:0046941
4498	3043	protein kinase activity	molecular_function	GO:0004672
4498	3736	ATP binding	molecular_function	GO:0005524
4498	4602	protein amino acid phosphorylation	biological_process	GO:0006468
4498	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
4498	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
4498	6102	phosphofructokinase activity	molecular_function	GO:0008443
4498	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
4498	6438	cobinamide kinase activity	molecular_function	GO:0008819
4498	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
4498	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
4498	11022	phenol kinase activity	molecular_function	GO:0018720
4498	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
4498	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
4498	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
4498	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
4498	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
4498	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
4498	19235	cytidine kinase activity	molecular_function	GO:0043771
4498	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
4498	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
4498	24976	polynucleotide kinase activity	molecular_function	GO:0051731
4498	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
4498	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
4499	9321	integral to membrane	cellular_component	GO:0016021
4500	4665	cysteine biosynthetic process from serine	biological_process	GO:0006535
4500	2290	catalytic activity	molecular_function	GO:0003824
4500	5830	metabolic process	biological_process	GO:0008152
4500	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
4500	2560	cystathionine beta-synthase activity	molecular_function	GO:0004122
4500	3930	cytoplasm	cellular_component	GO:0005737
4500	11609	cysteine biosynthetic process via cystathionine	biological_process	GO:0019343
4503	6284	amino acid biosynthetic process	biological_process	GO:0008652
4503	2755	glutamate 5-kinase activity	molecular_function	GO:0004349
4503	4691	proline biosynthetic process	biological_process	GO:0006561
4503	2216	RNA binding	molecular_function	GO:0003723
4503	3930	cytoplasm	cellular_component	GO:0005737
4504	4639	proteolysis	biological_process	GO:0006508
4504	5909	metallopeptidase activity	molecular_function	GO:0008237
4504	5939	zinc ion binding	molecular_function	GO:0008270
4505	3043	protein kinase activity	molecular_function	GO:0004672
4505	3736	ATP binding	molecular_function	GO:0005524
4505	4602	protein amino acid phosphorylation	biological_process	GO:0006468
4505	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
4505	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
4505	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
4505	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
4505	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
4505	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
4505	3050	casein kinase activity	molecular_function	GO:0004680
4505	3051	casein kinase I activity	molecular_function	GO:0004681
4505	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
4505	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
4505	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
4505	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
4505	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
4505	3067	atypical protein kinase C activity	molecular_function	GO:0004700
4505	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
4505	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
4505	3071	JUN kinase activity	molecular_function	GO:0004705
4505	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
4505	3074	MAP kinase kinase activity	molecular_function	GO:0004708
4505	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
4505	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
4505	3084	Janus kinase activity	molecular_function	GO:0004718
4505	6004	MAP kinase 1 activity	molecular_function	GO:0008338
4505	6005	MP kinase activity	molecular_function	GO:0008339
4505	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
4505	6196	JUN kinase kinase activity	molecular_function	GO:0008545
4505	10102	MAP kinase 2 activity	molecular_function	GO:0016908
4505	10103	SAP kinase activity	molecular_function	GO:0016909
4505	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
4505	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
4505	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
4508	4639	proteolysis	biological_process	GO:0006508
4508	5909	metallopeptidase activity	molecular_function	GO:0008237
4508	5939	zinc ion binding	molecular_function	GO:0008270
4508	2857	leukotriene-A4 hydrolase activity	molecular_function	GO:0004463
4508	11635	leukotriene biosynthetic process	biological_process	GO:0019370
4508	3708	binding	molecular_function	GO:0005488
4509	3727	protein binding	molecular_function	GO:0005515
4510	4639	proteolysis	biological_process	GO:0006508
4510	5907	metalloexopeptidase activity	molecular_function	GO:0008235
4510	6110	X-Pro aminopeptidase activity	molecular_function	GO:0008451
4510	13038	manganese ion binding	molecular_function	GO:0030145
4510	2681	X-Pro dipeptidase activity	molecular_function	GO:0004251
4513	2196	transcription factor activity	molecular_function	GO:0003700
4513	3838	nucleus	cellular_component	GO:0005634
4513	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4513	5939	zinc ion binding	molecular_function	GO:0008270
4515	2176	DNA binding	molecular_function	GO:0003677
4515	2207	transcription coactivator activity	molecular_function	GO:0003713
4515	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4515	3708	binding	molecular_function	GO:0005488
4517	3727	protein binding	molecular_function	GO:0005515
4517	5239	cell communication	biological_process	GO:0007154
4517	17271	phosphoinositide binding	molecular_function	GO:0035091
4517	5323	intracellular signaling cascade	biological_process	GO:0007242
4518	21295	metal ion binding	molecular_function	GO:0046872
4518	2994	phospholipase activity	molecular_function	GO:0004620
4518	9570	lipase activity	molecular_function	GO:0016298
4518	11033	1-oxa-2-oxocycloheptane lactonase activity	molecular_function	GO:0018731
4518	11034	sulfolactone hydrolase activity	molecular_function	GO:0018732
4518	11035	3,4-dihydrocoumarin hydrolase activity	molecular_function	GO:0018733
4518	11036	butyrolactone hydrolase activity	molecular_function	GO:0018734
4519	2246	actin binding	molecular_function	GO:0003779
4521	3708	binding	molecular_function	GO:0005488
4521	4927	transport	biological_process	GO:0006810
4521	9320	membrane	cellular_component	GO:0016020
4521	3935	mitochondrial inner membrane	cellular_component	GO:0005743
4521	3546	transporter activity	molecular_function	GO:0005215
4522	2227	structural constituent of ribosome	molecular_function	GO:0003735
4522	3827	intracellular	cellular_component	GO:0005622
4522	4025	ribosome	cellular_component	GO:0005840
4522	4556	translation	biological_process	GO:0006412
4523	2756	glutamate-5-semialdehyde dehydrogenase activity	molecular_function	GO:0004350
4523	4691	proline biosynthetic process	biological_process	GO:0006561
4523	23920	NADP binding	molecular_function	GO:0050661
4523	5830	metabolic process	biological_process	GO:0008152
4523	9710	oxidoreductase activity	molecular_function	GO:0016491
4525	2175	nucleic acid binding	molecular_function	GO:0003676
4525	5846	methyltransferase activity	molecular_function	GO:0008168
4525	15094	methylation	biological_process	GO:0032259
4525	4612	protein amino acid methylation	biological_process	GO:0006479
4525	5945	protein methyltransferase activity	molecular_function	GO:0008276
4525	3095	protoporphyrinogen oxidase activity	molecular_function	GO:0004729
4526	2632	pepsin A activity	molecular_function	GO:0004194
4526	4639	proteolysis	biological_process	GO:0006508
4526	2246	actin binding	molecular_function	GO:0003779
4526	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
4526	6658	aspartic-type signal peptidase activity	molecular_function	GO:0009049
4526	18013	signal peptide peptidase activity	molecular_function	GO:0042499
4526	18014	aspartic endopeptidase activity, intramembrane cleaving	molecular_function	GO:0042500
4527	162	nucleotide binding	molecular_function	GO:0000166
4527	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
4527	3736	ATP binding	molecular_function	GO:0005524
4527	3930	cytoplasm	cellular_component	GO:0005737
4527	4556	translation	biological_process	GO:0006412
4527	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
4527	3190	tryptophan-tRNA ligase activity	molecular_function	GO:0004830
4527	4579	tryptophanyl-tRNA aminoacylation	biological_process	GO:0006436
4528	2227	structural constituent of ribosome	molecular_function	GO:0003735
4528	3827	intracellular	cellular_component	GO:0005622
4528	4025	ribosome	cellular_component	GO:0005840
4528	4556	translation	biological_process	GO:0006412
4529	9962	transferase activity, transferring pentosyl groups	molecular_function	GO:0016763
4529	3097	purine-nucleoside phosphorylase activity	molecular_function	GO:0004731
4529	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
4531	3827	intracellular	cellular_component	GO:0005622
4531	19030	sequence-specific DNA binding	molecular_function	GO:0043565
4531	2176	DNA binding	molecular_function	GO:0003677
4532	4513	rRNA processing	biological_process	GO:0006364
4532	144	exocyst	cellular_component	GO:0000145
4532	5010	vesicle docking during exocytosis	biological_process	GO:0006904
4537	2175	nucleic acid binding	molecular_function	GO:0003676
4537	5939	zinc ion binding	molecular_function	GO:0008270
4539	4265	tricarboxylic acid cycle intermediate metabolic process	biological_process	GO:0006100
4539	9710	oxidoreductase activity	molecular_function	GO:0016491
4539	4261	glycolysis	biological_process	GO:0006096
4539	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
4539	19400	cellular carbohydrate metabolic process	biological_process	GO:0044262
4539	4273	malate metabolic process	biological_process	GO:0006108
4539	12957	L-malate dehydrogenase activity	molecular_function	GO:0030060
4539	2290	catalytic activity	molecular_function	GO:0003824
4539	4143	carbohydrate metabolic process	biological_process	GO:0005975
4539	3708	binding	molecular_function	GO:0005488
4539	5830	metabolic process	biological_process	GO:0008152
4540	2227	structural constituent of ribosome	molecular_function	GO:0003735
4540	3827	intracellular	cellular_component	GO:0005622
4540	4025	ribosome	cellular_component	GO:0005840
4540	4556	translation	biological_process	GO:0006412
4542	2175	nucleic acid binding	molecular_function	GO:0003676
4543	3933	mitochondrial outer membrane	cellular_component	GO:0005741
4543	4994	intracellular protein transport	biological_process	GO:0006886
4543	8790	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	GO:0015450
4544	3708	binding	molecular_function	GO:0005488
4544	4927	transport	biological_process	GO:0006810
4544	9320	membrane	cellular_component	GO:0016020
4544	3935	mitochondrial inner membrane	cellular_component	GO:0005743
4545	2175	nucleic acid binding	molecular_function	GO:0003676
4545	3827	intracellular	cellular_component	GO:0005622
4545	5939	zinc ion binding	molecular_function	GO:0008270
4548	2290	catalytic activity	molecular_function	GO:0003824
4548	5830	metabolic process	biological_process	GO:0008152
4548	9459	phytoene dehydrogenase activity	molecular_function	GO:0016166
4548	10469	peptidyl-oxazoline dehydrogenase activity	molecular_function	GO:0018129
4548	10476	peptidyl-thiazoline dehydrogenase activity	molecular_function	GO:0018136
4548	10803	carvone reductase activity	molecular_function	GO:0018494
4548	10804	2-hydroxycyclohexane-1-carboxyl-CoA dehydrogenase activity	molecular_function	GO:0018495
4548	10805	2,6-dihydroxycyclohexane-1-carboxyl-CoA dehydrogenase activity	molecular_function	GO:0018496
4548	10806	1-chloro-2,2-bis(4-chlorophenyl)ethane dehydrogenase activity	molecular_function	GO:0018497
4549	3727	protein binding	molecular_function	GO:0005515
4549	9366	RNA metabolic process	biological_process	GO:0016070
4549	3708	binding	molecular_function	GO:0005488
4550	3043	protein kinase activity	molecular_function	GO:0004672
4550	3736	ATP binding	molecular_function	GO:0005524
4550	4602	protein amino acid phosphorylation	biological_process	GO:0006468
4550	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
4550	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
4550	6102	phosphofructokinase activity	molecular_function	GO:0008443
4550	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
4550	6438	cobinamide kinase activity	molecular_function	GO:0008819
4550	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
4550	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
4550	11022	phenol kinase activity	molecular_function	GO:0018720
4550	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
4550	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
4550	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
4550	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
4550	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
4550	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
4550	19235	cytidine kinase activity	molecular_function	GO:0043771
4550	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
4550	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
4550	24976	polynucleotide kinase activity	molecular_function	GO:0051731
4550	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
4550	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
4552	3933	mitochondrial outer membrane	cellular_component	GO:0005741
4552	4936	anion transport	biological_process	GO:0006820
4552	5976	voltage-gated anion channel activity	molecular_function	GO:0008308
4553	2290	catalytic activity	molecular_function	GO:0003824
4553	3736	ATP binding	molecular_function	GO:0005524
4553	4171	fructose 2,6-bisphosphate metabolic process	biological_process	GO:0006003
4553	2737	fructose-2,6-bisphosphate 2-phosphatase activity	molecular_function	GO:0004331
4555	2313	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
4556	3736	ATP binding	molecular_function	GO:0005524
4556	10082	ATPase activity	molecular_function	GO:0016887
4556	162	nucleotide binding	molecular_function	GO:0000166
4556	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
4557	3171	tRNA isopentenyltransferase activity	molecular_function	GO:0004811
4557	3736	ATP binding	molecular_function	GO:0005524
4557	5721	tRNA processing	biological_process	GO:0008033
4557	2175	nucleic acid binding	molecular_function	GO:0003676
4557	3827	intracellular	cellular_component	GO:0005622
4557	5939	zinc ion binding	molecular_function	GO:0008270
4561	162	nucleotide binding	molecular_function	GO:0000166
4561	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
4561	3736	ATP binding	molecular_function	GO:0005524
4561	2176	DNA binding	molecular_function	GO:0003677
4561	3838	nucleus	cellular_component	GO:0005634
4561	4421	DNA replication	biological_process	GO:0006260
4561	2187	DNA clamp loader activity	molecular_function	GO:0003689
4561	3862	DNA replication factor C complex	cellular_component	GO:0005663
4561	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
4561	16887	DNA polymerase activity	molecular_function	GO:0034061
4562	4143	carbohydrate metabolic process	biological_process	GO:0005975
4562	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
4562	2290	catalytic activity	molecular_function	GO:0003824
4563	10079	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	GO:0016884
4563	2483	amidase activity	molecular_function	GO:0004040
4564	4977	amino acid transport	biological_process	GO:0006865
4564	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
4564	9320	membrane	cellular_component	GO:0016020
4564	4927	transport	biological_process	GO:0006810
4565	4283	electron transport	biological_process	GO:0006118
4565	9710	oxidoreductase activity	molecular_function	GO:0016491
4565	2566	cytochrome-b5 reductase activity	molecular_function	GO:0004128
4566	5830	metabolic process	biological_process	GO:0008152
4566	2807	homoaconitate hydratase activity	molecular_function	GO:0004409
4566	6694	lysine biosynthetic process	biological_process	GO:0009085
4566	24786	4 iron, 4 sulfur cluster binding	molecular_function	GO:0051539
4567	3737	GTP binding	molecular_function	GO:0005525
4567	3827	intracellular	cellular_component	GO:0005622
4568	2246	actin binding	molecular_function	GO:0003779
4568	9342	cellular component organization and biogenesis	biological_process	GO:0016043
4568	12936	actin cytoskeleton organization and biogenesis	biological_process	GO:0030036
4568	10211	Rho GTPase binding	molecular_function	GO:0017048
4568	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
4570	5830	metabolic process	biological_process	GO:0008152
4570	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
4570	24535	NAD binding	molecular_function	GO:0051287
4570	22441	cofactor binding	molecular_function	GO:0048037
4570	2290	catalytic activity	molecular_function	GO:0003824
4570	3708	binding	molecular_function	GO:0005488
4570	6479	formate dehydrogenase activity	molecular_function	GO:0008863
4570	6923	formate dehydrogenase complex	cellular_component	GO:0009326
4571	162	nucleotide binding	molecular_function	GO:0000166
4571	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
4571	3736	ATP binding	molecular_function	GO:0005524
4571	3930	cytoplasm	cellular_component	GO:0005737
4571	4556	translation	biological_process	GO:0006412
4571	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
4571	3183	leucine-tRNA ligase activity	molecular_function	GO:0004823
4571	4572	leucyl-tRNA aminoacylation	biological_process	GO:0006429
4573	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
4576	5010	vesicle docking during exocytosis	biological_process	GO:0006904
4576	9480	vesicle-mediated transport	biological_process	GO:0016192
4577	5830	metabolic process	biological_process	GO:0008152
4577	9710	oxidoreductase activity	molecular_function	GO:0016491
4577	2290	catalytic activity	molecular_function	GO:0003824
4577	3708	binding	molecular_function	GO:0005488
4577	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
4577	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
4577	19347	malolactic enzyme activity	molecular_function	GO:0043883
4577	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
4578	8445	hydrogen ion transmembrane transporter activity	molecular_function	GO:0015078
4578	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
4582	110	histidine biosynthetic process	biological_process	GO:0000105
4582	2822	imidazoleglycerol-phosphate dehydratase activity	molecular_function	GO:0004424
4584	10007	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	molecular_function	GO:0016812
4586	3011	phosphoribosylamine-glycine ligase activity	molecular_function	GO:0004637
4586	6721	purine base biosynthetic process	biological_process	GO:0009113
4586	2290	catalytic activity	molecular_function	GO:0003824
4586	3015	phosphoribosylformylglycinamidine cyclo-ligase activity	molecular_function	GO:0004641
4586	3930	cytoplasm	cellular_component	GO:0005737
4586	4351	'de novo' IMP biosynthetic process	biological_process	GO:0006189
4586	3736	ATP binding	molecular_function	GO:0005524
4587	3727	protein binding	molecular_function	GO:0005515
4587	3736	ATP binding	molecular_function	GO:0005524
4589	3708	binding	molecular_function	GO:0005488
4593	2613	endopeptidase activity	molecular_function	GO:0004175
4593	4024	proteasome core complex	cellular_component	GO:0005839
4593	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
4593	2706	threonine endopeptidase activity	molecular_function	GO:0004298
4593	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
4595	3838	nucleus	cellular_component	GO:0005634
4595	13391	transcription regulator activity	molecular_function	GO:0030528
4595	19908	regulation of transcription	biological_process	GO:0045449
4596	2290	catalytic activity	molecular_function	GO:0003824
4596	4671	glutamine metabolic process	biological_process	GO:0006541
4596	6667	biosynthetic process	biological_process	GO:0009058
4596	10028	oxo-acid-lyase activity	molecular_function	GO:0016833
4596	2491	anthranilate synthase activity	molecular_function	GO:0004049
4596	4121	anthranilate synthase complex	cellular_component	GO:0005950
4597	3736	ATP binding	molecular_function	GO:0005524
4597	4639	proteolysis	biological_process	GO:0006508
4597	5909	metallopeptidase activity	molecular_function	GO:0008237
4597	5939	zinc ion binding	molecular_function	GO:0008270
4600	587	nucleosome	cellular_component	GO:0000786
4600	2176	DNA binding	molecular_function	GO:0003677
4600	3838	nucleus	cellular_component	GO:0005634
4600	4484	nucleosome assembly	biological_process	GO:0006334
4604	2176	DNA binding	molecular_function	GO:0003677
4604	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
4604	4499	transcription	biological_process	GO:0006350
4604	21401	protein dimerization activity	molecular_function	GO:0046983
4604	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
4604	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
4604	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
4604	16888	RNA polymerase activity	molecular_function	GO:0034062
4605	13917	heat shock protein binding	molecular_function	GO:0031072
4605	2175	nucleic acid binding	molecular_function	GO:0003676
4605	3838	nucleus	cellular_component	GO:0005634
4605	2176	DNA binding	molecular_function	GO:0003677
4609	2229	translation elongation factor activity	molecular_function	GO:0003746
4609	4035	eukaryotic translation elongation factor 1 complex	cellular_component	GO:0005853
4609	4558	translational elongation	biological_process	GO:0006414
4609	2770	glutathione transferase activity	molecular_function	GO:0004364
4610	2227	structural constituent of ribosome	molecular_function	GO:0003735
4610	3827	intracellular	cellular_component	GO:0005622
4610	4025	ribosome	cellular_component	GO:0005840
4610	4556	translation	biological_process	GO:0006412
4612	3724	calcium ion binding	molecular_function	GO:0005509
4614	3838	nucleus	cellular_component	GO:0005634
4615	4639	proteolysis	biological_process	GO:0006508
4615	6109	O-sialoglycoprotein endopeptidase activity	molecular_function	GO:0008450
4621	2176	DNA binding	molecular_function	GO:0003677
4621	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
4621	4143	carbohydrate metabolic process	biological_process	GO:0005975
4624	10859	3-(2,3-dihydroxyphenyl)propionate 1,2-dioxygenase activity	molecular_function	GO:0018553
4624	10860	1,2-dihydroxynaphthalene dioxygenase activity	molecular_function	GO:0018554
4625	5721	tRNA processing	biological_process	GO:0008033
4625	23919	FAD binding	molecular_function	GO:0050660
4629	6286	phospholipid biosynthetic process	biological_process	GO:0008654
4629	9320	membrane	cellular_component	GO:0016020
4629	9978	phosphotransferase activity, for other substituted phosphate groups	molecular_function	GO:0016780
4629	6103	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	molecular_function	GO:0008444
4630	3736	ATP binding	molecular_function	GO:0005524
4630	10082	ATPase activity	molecular_function	GO:0016887
4630	162	nucleotide binding	molecular_function	GO:0000166
4630	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
4630	4927	transport	biological_process	GO:0006810
4630	9321	integral to membrane	cellular_component	GO:0016021
4630	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
4631	6419	beta-lactamase activity	molecular_function	GO:0008800
4631	13507	beta-lactam antibiotic catabolic process	biological_process	GO:0030655
4631	21106	response to antibiotic	biological_process	GO:0046677
4632	2290	catalytic activity	molecular_function	GO:0003824
4632	5830	metabolic process	biological_process	GO:0008152
4632	3838	nucleus	cellular_component	GO:0005634
4632	4440	DNA repair	biological_process	GO:0006281
4632	5766	phosphoric diester hydrolase activity	molecular_function	GO:0008081
4632	2918	phosphodiesterase I activity	molecular_function	GO:0004528
4634	2175	nucleic acid binding	molecular_function	GO:0003676
4634	2792	helicase activity	molecular_function	GO:0004386
4634	3736	ATP binding	molecular_function	GO:0005524
4634	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
4634	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
4634	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
4634	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
4634	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
4634	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
4634	10082	ATPase activity	molecular_function	GO:0016887
4634	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
4634	18132	ATPase activity, coupled	molecular_function	GO:0042623
4634	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
4634	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
4634	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
4636	2216	RNA binding	molecular_function	GO:0003723
4636	3708	binding	molecular_function	GO:0005488
4639	2290	catalytic activity	molecular_function	GO:0003824
4640	3432	GTPase activator activity	molecular_function	GO:0005096
4640	3827	intracellular	cellular_component	GO:0005622
4640	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
4640	3708	binding	molecular_function	GO:0005488
4641	70	protein import into nucleus, docking	biological_process	GO:0000059
4641	3838	nucleus	cellular_component	GO:0005634
4641	3846	nuclear pore	cellular_component	GO:0005643
4641	3930	cytoplasm	cellular_component	GO:0005737
4641	4994	intracellular protein transport	biological_process	GO:0006886
4641	6212	protein transporter activity	molecular_function	GO:0008565
4641	5021	apoptosis	biological_process	GO:0006915
4641	5932	importin-alpha export receptor activity	molecular_function	GO:0008262
4641	5951	cell proliferation	biological_process	GO:0008283
4641	3708	binding	molecular_function	GO:0005488
4642	2230	translation release factor activity	molecular_function	GO:0003747
4642	4559	translational termination	biological_process	GO:0006415
4646	2290	catalytic activity	molecular_function	GO:0003824
4646	5830	metabolic process	biological_process	GO:0008152
4646	2708	enoyl-CoA hydratase activity	molecular_function	GO:0004300
4647	4283	electron transport	biological_process	GO:0006118
4647	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
4647	2443	acyl-CoA dehydrogenase activity	molecular_function	GO:0003995
4647	5830	metabolic process	biological_process	GO:0008152
4649	2802	histone acetyltransferase activity	molecular_function	GO:0004402
4650	3708	binding	molecular_function	GO:0005488
4651	6494	glucose-1-phosphate adenylyltransferase activity	molecular_function	GO:0008878
4654	5830	metabolic process	biological_process	GO:0008152
4654	9710	oxidoreductase activity	molecular_function	GO:0016491
4654	2290	catalytic activity	molecular_function	GO:0003824
4654	3708	binding	molecular_function	GO:0005488
4655	3736	ATP binding	molecular_function	GO:0005524
4655	10082	ATPase activity	molecular_function	GO:0016887
4658	9710	oxidoreductase activity	molecular_function	GO:0016491
4658	6345	D-amino-acid dehydrogenase activity	molecular_function	GO:0008718
4659	2950	mannosyl-oligosaccharide glucosidase activity	molecular_function	GO:0004573
4659	6908	oligosaccharide metabolic process	biological_process	GO:0009311
