#proteinId	gotermId	goName	gotermType	goAcc
4483	6426	carboxyvinyl-carboxyphosphonate phosphorylmutase activity	molecular_function	GO:0008807
4484	3043	protein kinase activity	molecular_function	GO:0004672
4484	3736	ATP binding	molecular_function	GO:0005524
4484	4602	protein amino acid phosphorylation	biological_process	GO:0006468
4484	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
4484	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
4484	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
4484	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
4484	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
4484	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
4484	3050	casein kinase activity	molecular_function	GO:0004680
4484	3051	casein kinase I activity	molecular_function	GO:0004681
4484	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
4484	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
4484	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
4484	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
4484	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
4484	3067	atypical protein kinase C activity	molecular_function	GO:0004700
4484	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
4484	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
4484	3071	JUN kinase activity	molecular_function	GO:0004705
4484	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
4484	3074	MAP kinase kinase activity	molecular_function	GO:0004708
4484	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
4484	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
4484	3084	Janus kinase activity	molecular_function	GO:0004718
4484	6004	MAP kinase 1 activity	molecular_function	GO:0008338
4484	6005	MP kinase activity	molecular_function	GO:0008339
4484	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
4484	6196	JUN kinase kinase activity	molecular_function	GO:0008545
4484	10102	MAP kinase 2 activity	molecular_function	GO:0016908
4484	10103	SAP kinase activity	molecular_function	GO:0016909
4484	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
4484	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
4484	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
4487	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
4487	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
4487	45	mannosyltransferase activity	molecular_function	GO:0000030
4487	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
4487	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
4487	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
4487	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
4487	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
4487	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
4487	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
4487	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
4487	6042	galactosyltransferase activity	molecular_function	GO:0008378
4487	6077	fucosyltransferase activity	molecular_function	GO:0008417
4487	6376	O antigen polymerase activity	molecular_function	GO:0008755
4487	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
4487	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
4487	9958	cellulose synthase activity	molecular_function	GO:0016759
4487	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
4487	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
4487	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
4487	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
4487	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
4487	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
4487	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
4487	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
4487	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
4487	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
4487	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
4487	20962	glucosyltransferase activity	molecular_function	GO:0046527
4487	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
4487	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
4488	6140	transaminase activity	molecular_function	GO:0008483
4488	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
4488	2963	ornithine-oxo-acid transaminase activity	molecular_function	GO:0004587
4489	6140	transaminase activity	molecular_function	GO:0008483
4489	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
4489	2963	ornithine-oxo-acid transaminase activity	molecular_function	GO:0004587
4490	3546	transporter activity	molecular_function	GO:0005215
4490	4927	transport	biological_process	GO:0006810
4490	9321	integral to membrane	cellular_component	GO:0016021
4491	3827	intracellular	cellular_component	GO:0005622
4491	5250	signal transduction	biological_process	GO:0007165
4491	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
4491	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
4491	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
4491	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
4491	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
4491	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
4491	9684	pyrophosphatase activity	molecular_function	GO:0016462
4491	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
4491	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
4491	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
4492	3827	intracellular	cellular_component	GO:0005622
4492	5250	signal transduction	biological_process	GO:0007165
4492	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
4492	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
4492	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
4492	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
4492	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
4492	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
4492	9684	pyrophosphatase activity	molecular_function	GO:0016462
4492	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
4492	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
4492	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
4493	3827	intracellular	cellular_component	GO:0005622
4493	5250	signal transduction	biological_process	GO:0007165
4495	4755	protein targeting to mitochondrion	biological_process	GO:0006626
4495	18223	mitochondrial intermembrane space protein transporter complex	cellular_component	GO:0042719
4495	19516	protein import into mitochondrial inner membrane	biological_process	GO:0045039
4497	2290	catalytic activity	molecular_function	GO:0003824
4497	3014	phosphoribosylanthranilate isomerase activity	molecular_function	GO:0004640
4497	4698	tryptophan metabolic process	biological_process	GO:0006568
4497	2823	indole-3-glycerol-phosphate synthase activity	molecular_function	GO:0004425
4497	6667	biosynthetic process	biological_process	GO:0009058
4497	2491	anthranilate synthase activity	molecular_function	GO:0004049
4497	5830	metabolic process	biological_process	GO:0008152
4497	4671	glutamine metabolic process	biological_process	GO:0006541
4498	2290	catalytic activity	molecular_function	GO:0003824
4498	3014	phosphoribosylanthranilate isomerase activity	molecular_function	GO:0004640
4498	4698	tryptophan metabolic process	biological_process	GO:0006568
4498	2823	indole-3-glycerol-phosphate synthase activity	molecular_function	GO:0004425
4498	6667	biosynthetic process	biological_process	GO:0009058
4498	2491	anthranilate synthase activity	molecular_function	GO:0004049
4498	5830	metabolic process	biological_process	GO:0008152
4498	4671	glutamine metabolic process	biological_process	GO:0006541
4499	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
4501	2176	DNA binding	molecular_function	GO:0003677
4501	3875	chromatin silencing complex	cellular_component	GO:0005677
4501	4492	chromatin silencing	biological_process	GO:0006342
4501	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4501	4609	protein amino acid deacetylation	biological_process	GO:0006476
4501	5939	zinc ion binding	molecular_function	GO:0008270
4501	10293	NAD-dependent histone deacetylase activity	molecular_function	GO:0017136
4501	24535	NAD binding	molecular_function	GO:0051287
4501	2805	histone deacetylase activity	molecular_function	GO:0004407
4501	6078	protein N-terminal asparagine amidohydrolase activity	molecular_function	GO:0008418
4501	6380	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	GO:0008759
4501	11049	iprodione amidohydrolase activity	molecular_function	GO:0018748
4501	11050	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	GO:0018749
4501	19211	N2-acetyl-L-lysine deacetylase activity	molecular_function	GO:0043747
4501	19212	O-succinylbenzoate synthase activity	molecular_function	GO:0043748
4501	19328	indoleacetamide hydrolase activity	molecular_function	GO:0043864
4501	21832	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	GO:0047419
4503	3838	nucleus	cellular_component	GO:0005634
4503	4639	proteolysis	biological_process	GO:0006508
4503	5905	peptidase activity	molecular_function	GO:0008233
4504	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
4504	23919	FAD binding	molecular_function	GO:0050660
4504	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
4504	3782	extracellular region	cellular_component	GO:0005576
4504	4143	carbohydrate metabolic process	biological_process	GO:0005975
4504	13137	cellulose binding	molecular_function	GO:0030248
4504	2290	catalytic activity	molecular_function	GO:0003824
4504	9351	carbohydrate catabolic process	biological_process	GO:0016052
4504	13135	carbohydrate binding	molecular_function	GO:0030246
4504	6431	choline dehydrogenase activity	molecular_function	GO:0008812
4505	9907	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function	GO:0016706
4505	11802	protein metabolic process	biological_process	GO:0019538
4506	9907	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function	GO:0016706
4506	11802	protein metabolic process	biological_process	GO:0019538
4507	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
4507	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
4507	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
4507	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
4509	2175	nucleic acid binding	molecular_function	GO:0003676
4511	3827	intracellular	cellular_component	GO:0005622
4511	4996	ER to Golgi vesicle-mediated transport	biological_process	GO:0006888
4511	4927	transport	biological_process	GO:0006810
4512	587	nucleosome	cellular_component	GO:0000786
4512	2176	DNA binding	molecular_function	GO:0003677
4512	3838	nucleus	cellular_component	GO:0005634
4512	4484	nucleosome assembly	biological_process	GO:0006334
4512	4501	transcription initiation	biological_process	GO:0006352
4512	10155	transcription initiation factor activity	molecular_function	GO:0016986
4513	2460	adenylate cyclase activity	molecular_function	GO:0004016
4513	5962	calcium- and calmodulin-responsive adenylate cyclase activity	molecular_function	GO:0008294
4517	4283	electron transport	biological_process	GO:0006118
4517	9710	oxidoreductase activity	molecular_function	GO:0016491
4517	2566	cytochrome-b5 reductase activity	molecular_function	GO:0004128
4518	2196	transcription factor activity	molecular_function	GO:0003700
4518	3838	nucleus	cellular_component	GO:0005634
4518	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4518	5939	zinc ion binding	molecular_function	GO:0008270
4518	2176	DNA binding	molecular_function	GO:0003677
4518	4499	transcription	biological_process	GO:0006350
4519	5765	N-acetyltransferase activity	molecular_function	GO:0008080
4519	5830	metabolic process	biological_process	GO:0008152
4520	3737	GTP binding	molecular_function	GO:0005525
4520	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
4520	8400	protein transport	biological_process	GO:0015031
4520	3827	intracellular	cellular_component	GO:0005622
4520	4994	intracellular protein transport	biological_process	GO:0006886
4520	2378	GTPase activity	molecular_function	GO:0003924
4520	2379	small monomeric GTPase activity	molecular_function	GO:0003925
4521	2246	actin binding	molecular_function	GO:0003779
4521	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
4523	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
4524	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
4524	2975	cyclophilin	molecular_function	GO:0004600
4524	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
4524	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
4525	2196	transcription factor activity	molecular_function	GO:0003700
4525	3838	nucleus	cellular_component	GO:0005634
4525	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4525	19030	sequence-specific DNA binding	molecular_function	GO:0043565
4525	21401	protein dimerization activity	molecular_function	GO:0046983
4526	2196	transcription factor activity	molecular_function	GO:0003700
4526	3838	nucleus	cellular_component	GO:0005634
4526	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4526	19030	sequence-specific DNA binding	molecular_function	GO:0043565
4526	21401	protein dimerization activity	molecular_function	GO:0046983
4530	4929	cation transport	biological_process	GO:0006812
4530	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
4530	9320	membrane	cellular_component	GO:0016020
4532	3043	protein kinase activity	molecular_function	GO:0004672
4532	3736	ATP binding	molecular_function	GO:0005524
4532	4602	protein amino acid phosphorylation	biological_process	GO:0006468
4532	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
4532	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
4532	6102	phosphofructokinase activity	molecular_function	GO:0008443
4532	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
4532	6438	cobinamide kinase activity	molecular_function	GO:0008819
4532	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
4532	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
4532	11022	phenol kinase activity	molecular_function	GO:0018720
4532	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
4532	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
4532	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
4532	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
4532	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
4532	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
4532	19235	cytidine kinase activity	molecular_function	GO:0043771
4532	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
4532	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
4532	24976	polynucleotide kinase activity	molecular_function	GO:0051731
4532	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
4532	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
4535	9985	hydrolase activity	molecular_function	GO:0016787
4535	18285	3'-tRNA processing endoribonuclease activity	molecular_function	GO:0042781
4538	2175	nucleic acid binding	molecular_function	GO:0003676
4538	3736	ATP binding	molecular_function	GO:0005524
4538	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
4538	2792	helicase activity	molecular_function	GO:0004386
4538	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
4538	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
4538	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
4538	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
4538	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
4538	10082	ATPase activity	molecular_function	GO:0016887
4538	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
4538	18132	ATPase activity, coupled	molecular_function	GO:0042623
4538	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
4538	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
4538	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
4541	2554	3',5'-cyclic-AMP phosphodiesterase activity	molecular_function	GO:0004115
4541	4360	cAMP catabolic process	biological_process	GO:0006198
4541	2553	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004114
4541	24589	regulation of cyclic-nucleotide phosphodiesterase activity	biological_process	GO:0051342
4542	2802	histone acetyltransferase activity	molecular_function	GO:0004402
4543	2290	catalytic activity	molecular_function	GO:0003824
4543	5830	metabolic process	biological_process	GO:0008152
4544	2290	catalytic activity	molecular_function	GO:0003824
4544	5830	metabolic process	biological_process	GO:0008152
4544	3838	nucleus	cellular_component	GO:0005634
4544	5814	transcription factor binding	molecular_function	GO:0008134
4545	10079	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	GO:0016884
4547	3727	protein binding	molecular_function	GO:0005515
4547	5239	cell communication	biological_process	GO:0007154
4547	17271	phosphoinositide binding	molecular_function	GO:0035091
4548	5707	microtubule binding	molecular_function	GO:0008017
4549	9350	carbohydrate biosynthetic process	biological_process	GO:0016051
4549	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
4549	6124	glycogenin glucosyltransferase activity	molecular_function	GO:0008466
4550	9350	carbohydrate biosynthetic process	biological_process	GO:0016051
4550	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
4550	6124	glycogenin glucosyltransferase activity	molecular_function	GO:0008466
4556	2632	pepsin A activity	molecular_function	GO:0004194
4556	4639	proteolysis	biological_process	GO:0006508
4556	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
4558	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
4558	4144	polysaccharide metabolic process	biological_process	GO:0005976
4558	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
4558	4639	proteolysis	biological_process	GO:0006508
4558	2636	calcium-dependent cysteine-type endopeptidase activity	molecular_function	GO:0004198
4558	3827	intracellular	cellular_component	GO:0005622
4565	2227	structural constituent of ribosome	molecular_function	GO:0003735
4565	3827	intracellular	cellular_component	GO:0005622
4565	4025	ribosome	cellular_component	GO:0005840
4565	4556	translation	biological_process	GO:0006412
4567	5939	zinc ion binding	molecular_function	GO:0008270
4567	9710	oxidoreductase activity	molecular_function	GO:0016491
4567	2290	catalytic activity	molecular_function	GO:0003824
4567	3708	binding	molecular_function	GO:0005488
4567	5830	metabolic process	biological_process	GO:0008152
4567	5788	alcohol dehydrogenase (NADP+) activity	molecular_function	GO:0008106
4568	2290	catalytic activity	molecular_function	GO:0003824
4568	2349	CTP synthase activity	molecular_function	GO:0003883
4568	4382	pyrimidine nucleotide biosynthetic process	biological_process	GO:0006221
4569	2290	catalytic activity	molecular_function	GO:0003824
4569	4671	glutamine metabolic process	biological_process	GO:0006541
4570	2290	catalytic activity	molecular_function	GO:0003824
4570	4671	glutamine metabolic process	biological_process	GO:0006541
4571	2700	subtilase activity	molecular_function	GO:0004289
4571	4639	proteolysis	biological_process	GO:0006508
4571	2702	subtilisin activity	molecular_function	GO:0004291
4576	3004	phospholipase D activity	molecular_function	GO:0004630
4577	3727	protein binding	molecular_function	GO:0005515
4577	3838	nucleus	cellular_component	GO:0005634
4577	2176	DNA binding	molecular_function	GO:0003677
4577	4499	transcription	biological_process	GO:0006350
4577	13391	transcription regulator activity	molecular_function	GO:0030528
4580	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
4580	14302	cullin-RING ubiquitin ligase complex	cellular_component	GO:0031461
4580	14466	ubiquitin protein ligase binding	molecular_function	GO:0031625
4582	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
4582	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
4582	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
4582	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
4582	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
4582	3050	casein kinase activity	molecular_function	GO:0004680
4582	3051	casein kinase I activity	molecular_function	GO:0004681
4582	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
4582	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
4582	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
4582	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
4582	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
4582	3067	atypical protein kinase C activity	molecular_function	GO:0004700
4582	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
4582	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
4582	3071	JUN kinase activity	molecular_function	GO:0004705
4582	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
4582	3074	MAP kinase kinase activity	molecular_function	GO:0004708
4582	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
4582	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
4582	3084	Janus kinase activity	molecular_function	GO:0004718
4582	6004	MAP kinase 1 activity	molecular_function	GO:0008338
4582	6005	MP kinase activity	molecular_function	GO:0008339
4582	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
4582	6196	JUN kinase kinase activity	molecular_function	GO:0008545
4582	10102	MAP kinase 2 activity	molecular_function	GO:0016908
4582	10103	SAP kinase activity	molecular_function	GO:0016909
4582	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
4582	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
4582	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
4583	3727	protein binding	molecular_function	GO:0005515
4583	5939	zinc ion binding	molecular_function	GO:0008270
4584	2176	DNA binding	molecular_function	GO:0003677
4584	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
4584	4421	DNA replication	biological_process	GO:0006260
4584	3950	gamma DNA polymerase complex	cellular_component	GO:0005760
4584	2175	nucleic acid binding	molecular_function	GO:0003676
4584	16887	DNA polymerase activity	molecular_function	GO:0034061
4589	4143	carbohydrate metabolic process	biological_process	GO:0005975
4589	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
4589	13148	lipid glycosylation	biological_process	GO:0030259
4589	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
4590	2196	transcription factor activity	molecular_function	GO:0003700
4590	3838	nucleus	cellular_component	GO:0005634
4590	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4590	5939	zinc ion binding	molecular_function	GO:0008270
4591	2196	transcription factor activity	molecular_function	GO:0003700
4591	3838	nucleus	cellular_component	GO:0005634
4591	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4591	5939	zinc ion binding	molecular_function	GO:0008270
4592	279	1-phosphatidylinositol-3-phosphate 5-kinase activity	molecular_function	GO:0000285
4594	3827	intracellular	cellular_component	GO:0005622
4594	5939	zinc ion binding	molecular_function	GO:0008270
4595	3827	intracellular	cellular_component	GO:0005622
4595	5939	zinc ion binding	molecular_function	GO:0008270
4596	3043	protein kinase activity	molecular_function	GO:0004672
4596	3736	ATP binding	molecular_function	GO:0005524
4596	4602	protein amino acid phosphorylation	biological_process	GO:0006468
4598	2196	transcription factor activity	molecular_function	GO:0003700
4598	3838	nucleus	cellular_component	GO:0005634
4598	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4598	5939	zinc ion binding	molecular_function	GO:0008270
4598	2176	DNA binding	molecular_function	GO:0003677
4598	4499	transcription	biological_process	GO:0006350
4599	2196	transcription factor activity	molecular_function	GO:0003700
4599	3838	nucleus	cellular_component	GO:0005634
4599	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4599	5939	zinc ion binding	molecular_function	GO:0008270
4599	2176	DNA binding	molecular_function	GO:0003677
4599	4499	transcription	biological_process	GO:0006350
4600	3736	ATP binding	molecular_function	GO:0005524
4600	10082	ATPase activity	molecular_function	GO:0016887
4600	162	nucleotide binding	molecular_function	GO:0000166
4600	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
4602	2543	cholinesterase activity	molecular_function	GO:0004104
4602	3724	calcium ion binding	molecular_function	GO:0005509
4603	9985	hydrolase activity	molecular_function	GO:0016787
4603	2846	isopentenyl-diphosphate delta-isomerase activity	molecular_function	GO:0004452
4603	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
4603	207	NAD+ diphosphatase activity	molecular_function	GO:0000210
4604	2227	structural constituent of ribosome	molecular_function	GO:0003735
4604	3827	intracellular	cellular_component	GO:0005622
4604	4025	ribosome	cellular_component	GO:0005840
4604	4556	translation	biological_process	GO:0006412
4606	3838	nucleus	cellular_component	GO:0005634
4609	2290	catalytic activity	molecular_function	GO:0003824
4609	5830	metabolic process	biological_process	GO:0008152
4609	2708	enoyl-CoA hydratase activity	molecular_function	GO:0004300
4611	4513	rRNA processing	biological_process	GO:0006364
4611	14875	small subunit processome	cellular_component	GO:0032040
4612	5830	metabolic process	biological_process	GO:0008152
4612	9710	oxidoreductase activity	molecular_function	GO:0016491
4612	2290	catalytic activity	molecular_function	GO:0003824
4612	3708	binding	molecular_function	GO:0005488
4612	23517	ribitol 2-dehydrogenase activity	molecular_function	GO:0050255
4616	5830	metabolic process	biological_process	GO:0008152
4616	9710	oxidoreductase activity	molecular_function	GO:0016491
4616	2290	catalytic activity	molecular_function	GO:0003824
4616	3708	binding	molecular_function	GO:0005488
4616	6310	2-deoxy-D-gluconate 3-dehydrogenase activity	molecular_function	GO:0008678
4617	3546	transporter activity	molecular_function	GO:0005215
4617	4927	transport	biological_process	GO:0006810
4617	9321	integral to membrane	cellular_component	GO:0016021
4627	2227	structural constituent of ribosome	molecular_function	GO:0003735
4627	3827	intracellular	cellular_component	GO:0005622
4627	4025	ribosome	cellular_component	GO:0005840
4627	4556	translation	biological_process	GO:0006412
4628	3708	binding	molecular_function	GO:0005488
4628	4927	transport	biological_process	GO:0006810
4628	9320	membrane	cellular_component	GO:0016020
4628	3546	transporter activity	molecular_function	GO:0005215
4628	3935	mitochondrial inner membrane	cellular_component	GO:0005743
4630	2636	calcium-dependent cysteine-type endopeptidase activity	molecular_function	GO:0004198
4630	3827	intracellular	cellular_component	GO:0005622
4630	4639	proteolysis	biological_process	GO:0006508
4630	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
4631	2636	calcium-dependent cysteine-type endopeptidase activity	molecular_function	GO:0004198
4631	3827	intracellular	cellular_component	GO:0005622
4631	4639	proteolysis	biological_process	GO:0006508
4631	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
4634	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
4634	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
4634	3708	binding	molecular_function	GO:0005488
4635	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
4635	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
4635	3708	binding	molecular_function	GO:0005488
