#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
4318	3908	KOG0867	Glutathione S-transferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
8510	8100	KOG0867	Glutathione S-transferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10264	9854	KOG0867	Glutathione S-transferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
11059	10649	KOG0867	Glutathione S-transferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
2398	1988	KOG0865	Cyclophilin type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
5181	4771	KOG0864	Ran-binding protein RANBP1 and related RanBD domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
5182	4772	KOG0864	Ran-binding protein RANBP1 and related RanBD domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
8366	7956	KOG0863	20S proteasome, regulatory subunit alpha type PSMA1/PRE5	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
8362	7952	KOG0862	Synaptobrevin/VAMP-like protein SEC22	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
5248	4838	KOG0861	SNARE protein YKT6, synaptobrevin/VAMP syperfamily	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
2578	2168	KOG0860	Synaptobrevin/VAMP-like protein	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6289	5879	KOG0859	Synaptobrevin/VAMP-like protein	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4847	4437	KOG0858	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
8131	7721	KOG0858	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
8132	7722	KOG0858	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
8792	8382	KOG0857	60s ribosomal protein L10	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
9518	9108	KOG0856	Predicted pilin-like transcription factor	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10608	10198	KOG0854	Alkyl hydroperoxide reductase, thiol specific antioxidant and related enzymes	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3165	2755	KOG0853	Glycosyltransferase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
10321	9911	KOG0853	Glycosyltransferase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
7587	7177	KOG0851	Single-stranded DNA-binding replication protein A (RPA), large (70 kD) subunit and related ssDNA-binding proteins	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
7576	7166	KOG0849	Transcription factor PRD and related proteins, contain PAX and HOX domains	Transcription 	INFORMATION STORAGE AND PROCESSING
8418	8008	KOG0849	Transcription factor PRD and related proteins, contain PAX and HOX domains	Transcription 	INFORMATION STORAGE AND PROCESSING
668	258	KOG0848	Transcription factor Caudal, contains HOX domain	Transcription 	INFORMATION STORAGE AND PROCESSING
4327	3917	KOG0846	Mitochondrial/chloroplast ribosomal protein L15/L10	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
924	514	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1317	907	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1555	1145	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
2266	1856	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
4185	3775	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
4972	4562	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
5143	4733	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
5159	4749	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
5804	5394	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
5933	5523	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
6078	5668	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
8748	8338	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
10993	10583	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1781	1371	KOG0841	Multifunctional chaperone (14-3-3 family)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1782	1372	KOG0841	Multifunctional chaperone (14-3-3 family)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
2885	2475	KOG0841	Multifunctional chaperone (14-3-3 family)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7827	7417	KOG0841	Multifunctional chaperone (14-3-3 family)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7546	7136	KOG0840	ATP-dependent Clp protease, proteolytic subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
8249	7839	KOG0838	RNA Methylase, SpoU family	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
9674	9264	KOG0837	Transcriptional activator of the JUN family	Transcription 	INFORMATION STORAGE AND PROCESSING
9540	9130	KOG0836	F-actin capping protein, alpha subunit	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
6878	6468	KOG0835	Cyclin L	General function prediction only 	POORLY CHARACTERIZED
1904	1494	KOG0833	Cytidine deaminase	Nucleotide transport and metabolism 	METABOLISM
1657	1247	KOG0834	CDK9 kinase-activating protein cyclin T	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
6418	6008	KOG0834	CDK9 kinase-activating protein cyclin T	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
10421	10011	KOG0832	Mitochondrial/chloroplast ribosomal protein S2	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1266	856	KOG0831	Acyl-CoA:diacylglycerol acyltransferase (DGAT)	Lipid transport and metabolism 	METABOLISM
3275	2865	KOG0830	40S ribosomal protein SA (P40)/Laminin receptor 1	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1864	1454	KOG0829	60S ribosomal protein L18A	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1865	1455	KOG0829	60S ribosomal protein L18A	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
7710	7300	KOG0828	Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
5325	4915	KOG0825	PHD Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
9280	8870	KOG0825	PHD Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
11080	10670	KOG0825	PHD Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
7095	6685	KOG0826	Predicted E3 ubiquitin ligase involved in peroxisome organization	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4993	4583	KOG0823	Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3794	3384	KOG0822	Protein kinase inhibitor	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
3795	3385	KOG0822	Protein kinase inhibitor	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
8797	8387	KOG0820	Ribosomal RNA adenine dimethylase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
448	38	KOG0819	Annexin	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6499	6089	KOG0819	Annexin	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6500	6090	KOG0819	Annexin	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
7247	6837	KOG0819	Annexin	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
7341	6931	KOG0819	Annexin	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
3669	3259	KOG0817	Acyl-CoA-binding protein	Lipid transport and metabolism 	METABOLISM
6316	5906	KOG0817	Acyl-CoA-binding protein	Lipid transport and metabolism 	METABOLISM
5341	4931	KOG0816	Protein involved in mRNA turnover	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6947	6537	KOG0814	Glyoxylase	General function prediction only 	POORLY CHARACTERIZED
8993	8583	KOG0814	Glyoxylase	General function prediction only 	POORLY CHARACTERIZED
2010	1600	KOG0815	60S acidic ribosomal protein P0	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
2011	1601	KOG0815	60S acidic ribosomal protein P0	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
7720	7310	KOG0813	Glyoxylase	General function prediction only 	POORLY CHARACTERIZED
7721	7311	KOG0813	Glyoxylase	General function prediction only 	POORLY CHARACTERIZED
7722	7312	KOG0813	Glyoxylase	General function prediction only 	POORLY CHARACTERIZED
7723	7313	KOG0813	Glyoxylase	General function prediction only 	POORLY CHARACTERIZED
7724	7314	KOG0813	Glyoxylase	General function prediction only 	POORLY CHARACTERIZED
10724	10314	KOG0813	Glyoxylase	General function prediction only 	POORLY CHARACTERIZED
952	542	KOG0812	SNARE protein SED5/Syntaxin 5	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
3522	3112	KOG0811	SNARE protein PEP12/VAM3/Syntaxin 7/Syntaxin 17	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
8646	8236	KOG0810	SNARE protein Syntaxin 1 and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10630	10220	KOG0810	SNARE protein Syntaxin 1 and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10631	10221	KOG0810	SNARE protein Syntaxin 1 and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10632	10222	KOG0810	SNARE protein Syntaxin 1 and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10633	10223	KOG0810	SNARE protein Syntaxin 1 and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
8521	8111	KOG0809	SNARE protein TLG2/Syntaxin 16	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
11029	10619	KOG0807	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
8128	7718	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
8380	7970	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
9708	9298	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
3386	2976	KOG0805	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
3583	3173	KOG0805	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
3584	3174	KOG0805	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
5175	4765	KOG0805	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
9074	8664	KOG0805	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
5959	5549	KOG0803	Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
9749	9339	KOG0804	Cytoplasmic Zn-finger protein BRAP2 (BRCA1 associated protein)	General function prediction only 	POORLY CHARACTERIZED
2632	2222	KOG0802	E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
6167	5757	KOG0802	E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7483	7073	KOG0802	E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
2033	1623	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3487	3077	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3488	3078	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7022	6612	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7807	7397	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
9054	8644	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10888	10478	KOG0800	FOG: Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4631	4221	KOG0797	Actin-related protein	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
880	470	KOG0796	Spliceosome subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
9275	8865	KOG0796	Spliceosome subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
9406	8996	KOG0796	Spliceosome subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6099	5689	KOG0795	Chorismate mutase	Amino acid transport and metabolism 	METABOLISM
3832	3422	KOG0794	CDK8 kinase-activating protein cyclin C	Transcription 	INFORMATION STORAGE AND PROCESSING
3833	3423	KOG0794	CDK8 kinase-activating protein cyclin C	Transcription 	INFORMATION STORAGE AND PROCESSING
3369	2959	KOG0790	Protein tyrosine phosphatase Corkscrew and related SH2 domain enzymes	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10869	10459	KOG0789	Protein tyrosine phosphatase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
7915	7505	KOG0788	S-adenosylmethionine decarboxylase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
3539	3129	KOG0787	Dehydrogenase kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
6587	6177	KOG0787	Dehydrogenase kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
7779	7369	KOG0787	Dehydrogenase kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
4625	4215	KOG0786	3-isopropylmalate dehydrogenase	Amino acid transport and metabolism 	METABOLISM
2751	2341	KOG0785	Isocitrate dehydrogenase, alpha subunit	Amino acid transport and metabolism 	METABOLISM
6129	5719	KOG0785	Isocitrate dehydrogenase, alpha subunit	Amino acid transport and metabolism 	METABOLISM
2344	1934	KOG0784	Isocitrate dehydrogenase, gamma subunit	Amino acid transport and metabolism 	METABOLISM
9230	8820	KOG0783	Uncharacterized conserved protein, contains ankyrin and BTB/POZ domains	Function unknown 	POORLY CHARACTERIZED
2514	2104	KOG0781	Signal recognition particle receptor, alpha subunit	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
7400	6990	KOG0780	Signal recognition particle, subunit Srp54	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
8207	7797	KOG0779	Protease, Ulp1 family	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
8208	7798	KOG0779	Protease, Ulp1 family	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
8209	7799	KOG0779	Protease, Ulp1 family	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3388	2978	KOG0778	Protease, Ulp1 family	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
8273	7863	KOG0777	Geranylgeranyl pyrophosphate synthase/Polyprenyl synthetase	Coenzyme transport and metabolism 	METABOLISM
10814	10404	KOG0776	Geranylgeranyl pyrophosphate synthase/Polyprenyl synthetase	Coenzyme transport and metabolism 	METABOLISM
4277	3867	KOG0773	Transcription factor MEIS1 and related HOX domain proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
4789	4379	KOG0773	Transcription factor MEIS1 and related HOX domain proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
4984	4574	KOG0773	Transcription factor MEIS1 and related HOX domain proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
7083	6673	KOG0773	Transcription factor MEIS1 and related HOX domain proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
10109	9699	KOG0773	Transcription factor MEIS1 and related HOX domain proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
4529	4119	KOG0772	Uncharacterized conserved protein, contains WD40 repeat	Function unknown 	POORLY CHARACTERIZED
6238	5828	KOG0770	Predicted mitochondrial carrier protein	Energy production and conversion 	METABOLISM
5107	4697	KOG0771	Prolactin regulatory element-binding protein/Protein transport protein SEC12p	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
3111	2701	KOG0769	Predicted mitochondrial carrier protein	Energy production and conversion 	METABOLISM
5038	4628	KOG0769	Predicted mitochondrial carrier protein	Energy production and conversion 	METABOLISM
5309	4899	KOG0769	Predicted mitochondrial carrier protein	Energy production and conversion 	METABOLISM
3827	3417	KOG0768	Mitochondrial carrier protein PET8	Energy production and conversion 	METABOLISM
5897	5487	KOG0768	Mitochondrial carrier protein PET8	Energy production and conversion 	METABOLISM
552	142	KOG0767	Mitochondrial phosphate carrier protein	Energy production and conversion 	METABOLISM
553	143	KOG0767	Mitochondrial phosphate carrier protein	Energy production and conversion 	METABOLISM
3389	2979	KOG0767	Mitochondrial phosphate carrier protein	Energy production and conversion 	METABOLISM
3390	2980	KOG0767	Mitochondrial phosphate carrier protein	Energy production and conversion 	METABOLISM
2732	2322	KOG0766	Predicted mitochondrial carrier protein	Energy production and conversion 	METABOLISM
8584	8174	KOG0764	Mitochondrial FAD carrier protein	Energy production and conversion 	METABOLISM
8762	8352	KOG0764	Mitochondrial FAD carrier protein	Energy production and conversion 	METABOLISM
8303	7893	KOG0762	Mitochondrial carrier protein	Energy production and conversion 	METABOLISM
10754	10344	KOG0762	Mitochondrial carrier protein	Energy production and conversion 	METABOLISM
540	130	KOG0761	Mitochondrial carrier protein CGI-69	Energy production and conversion 	METABOLISM
10774	10364	KOG0761	Mitochondrial carrier protein CGI-69	Energy production and conversion 	METABOLISM
2759	2349	KOG0760	Mitochondrial carrier protein MRS3/4	Energy production and conversion 	METABOLISM
10663	10253	KOG0760	Mitochondrial carrier protein MRS3/4	Energy production and conversion 	METABOLISM
3883	3473	KOG0759	Mitochondrial oxoglutarate/malate carrier proteins	Energy production and conversion 	METABOLISM
9181	8771	KOG0759	Mitochondrial oxoglutarate/malate carrier proteins	Energy production and conversion 	METABOLISM
9182	8772	KOG0759	Mitochondrial oxoglutarate/malate carrier proteins	Energy production and conversion 	METABOLISM
2889	2479	KOG0758	Mitochondrial carnitine-acylcarnitine carrier protein	Energy production and conversion 	METABOLISM
3612	3202	KOG0758	Mitochondrial carnitine-acylcarnitine carrier protein	Energy production and conversion 	METABOLISM
6837	6427	KOG0758	Mitochondrial carnitine-acylcarnitine carrier protein	Energy production and conversion 	METABOLISM
10854	10444	KOG0758	Mitochondrial carnitine-acylcarnitine carrier protein	Energy production and conversion 	METABOLISM
944	534	KOG0757	Mitochondrial carrier protein - Rim2p/Mrs12p	Energy production and conversion 	METABOLISM
3727	3317	KOG0756	Mitochondrial tricarboxylate/dicarboxylate carrier proteins	Energy production and conversion 	METABOLISM
3728	3318	KOG0756	Mitochondrial tricarboxylate/dicarboxylate carrier proteins	Energy production and conversion 	METABOLISM
5479	5069	KOG0756	Mitochondrial tricarboxylate/dicarboxylate carrier proteins	Energy production and conversion 	METABOLISM
9940	9530	KOG0756	Mitochondrial tricarboxylate/dicarboxylate carrier proteins	Energy production and conversion 	METABOLISM
4425	4015	KOG0755	Mitochondrial oxaloacetate carrier protein	Energy production and conversion 	METABOLISM
9229	8819	KOG0754	Mitochondrial oxodicarboxylate carrier protein	Energy production and conversion 	METABOLISM
2036	1626	KOG0752	Mitochondrial solute carrier protein	Energy production and conversion 	METABOLISM
6187	5777	KOG0752	Mitochondrial solute carrier protein	Energy production and conversion 	METABOLISM
7273	6863	KOG0752	Mitochondrial solute carrier protein	Energy production and conversion 	METABOLISM
9613	9203	KOG0752	Mitochondrial solute carrier protein	Energy production and conversion 	METABOLISM
8069	7659	KOG0751	Mitochondrial aspartate/glutamate carrier protein Aralar/Citrin (contains EF-hand Ca2+-binding domains)	Energy production and conversion 	METABOLISM
3106	2696	KOG0750	Mitochondrial solute carrier protein	Energy production and conversion 	METABOLISM
4157	3747	KOG0749	Mitochondrial ADP/ATP carrier proteins	Energy production and conversion 	METABOLISM
4158	3748	KOG0749	Mitochondrial ADP/ATP carrier proteins	Energy production and conversion 	METABOLISM
924	514	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
1317	907	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
1555	1145	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
2266	1856	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
4185	3775	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
4972	4562	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
5143	4733	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
5159	4749	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
5804	5394	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
5933	5523	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
6078	5668	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
8748	8338	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
10993	10583	KOG1649	SWI-SNF chromatin remodeling complex, Snf5 subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
5136	4726	KOG0747	Putative NAD+-dependent epimerases	Carbohydrate transport and metabolism 	METABOLISM
5137	4727	KOG0747	Putative NAD+-dependent epimerases	Carbohydrate transport and metabolism 	METABOLISM
5138	4728	KOG0747	Putative NAD+-dependent epimerases	Carbohydrate transport and metabolism 	METABOLISM
10585	10175	KOG0747	Putative NAD+-dependent epimerases	Carbohydrate transport and metabolism 	METABOLISM
3467	3057	KOG0746	60S ribosomal protein L3 and related proteins	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
3418	3008	KOG0745	Putative ATP-dependent Clp-type protease (AAA+ ATPase superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3419	3009	KOG0745	Putative ATP-dependent Clp-type protease (AAA+ ATPase superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1701	1291	KOG0743	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7744	7334	KOG0743	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
9545	9135	KOG0743	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3279	2869	KOG0741	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1572	1162	KOG0742	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3039	2629	KOG0742	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4257	3847	KOG0742	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
8820	8410	KOG0742	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
11154	10744	KOG0742	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10666	10256	KOG0740	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10667	10257	KOG0740	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
10268	9858	KOG0739	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3433	3023	KOG0737	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
6620	6210	KOG0737	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1887	1477	KOG0736	Peroxisome assembly factor 2 containing the AAA+-type ATPase domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
498	88	KOG0735	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3308	2898	KOG0734	AAA+-type ATPase containing the peptidase M41 domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
3613	3203	KOG0733	Nuclear AAA ATPase (VCP subfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4523	4113	KOG0732	AAA+-type ATPase containing the bromodomain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4697	4287	KOG0730	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4698	4288	KOG0730	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
6266	5856	KOG0730	AAA+-type ATPase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
